module	contig_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00063	co728_000000088729	CMP-KDO biosynthesis, ribulose-5P => CMP-KDO	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K06041 K01627 K03270 K00979"	0.25	False	0.25	False	1.0	K00979	1	K00979	4620	None
M00761	co728_000000088729	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00012	4545	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761
M00793	co728_000000088729	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K01790	4546	K01790 is present in multiple modules: M00793/M01022
M01022	co728_000000088729	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01790	4546	K01790 is present in multiple modules: M00793/M01022,No KOfam profile for K19180
M00076	co728_000000088729	Dermatan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"-- K01136 K01217 K01135 K01197 K01195"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01136	4609	'--' steps are assumed incomplete,K01136 is present in multiple modules: M00076/M00078
M00078	co728_000000088729	Heparan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"(K07964,K07965) K01136 K01217 K01565 K10532 K01205 -- K01195 K01137"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01136	4609	'--' steps are assumed incomplete,K01136 is present in multiple modules: M00076/M00078
M00127	co728_000000088729	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K00941	4574	K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00895	co728_000000088729	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00941	4574	K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00896	co728_000000088729	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.0	False	0.2	False	NA	No enzymes unique to module	NA	K00941	4574	K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00899	co728_000000088729	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00941	4574	K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00125	co728_000000088729	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K21063	1	K21063	4443	None
M00572	co728_000000088729	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00059	4355	K00059 is present in multiple modules: M00083/M00874/M00572
M00126	co728_000000088729	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.2	False	0.2857142857142857	False	1.0	K00950	1	K00950,K22391	4621,4511	K22391 is present in multiple modules: M00126/M00988
M00988	co728_000000088729	PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) K01737 K10026 K06920 (K06879,K09457)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K22391	4511	K22391 is present in multiple modules: M00126/M00988
M00575	co728_000000088729	Pertussis pathogenicity signature, T1SS	Signature modules	Gene set	Pathogenicity	"K22944 K11004 K07389 K11003 K12340"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K12340,K12340	4509,4462	K12340 is present in multiple modules: M00575/M00696/M00697
M00718	co728_000000088729	Multidrug resistance, efflux pump MexAB-OprM	Signature modules	Gene set	Drug resistance	"K18131 K03585+K18138+K18139"	0.5	False	0.5	False	1.0	K03585,K18138	1,1	K03585,K18138,K18139	4508,4507,4509	K18139 is present in multiple modules: M00718/M00642/M00643
M00643	co728_000000088729	Multidrug resistance, efflux pump MexXY-OprM	Signature modules	Gene set	Drug resistance	"K18129 K18094+K18095+K18139"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K18139	4509	K18139 is present in multiple modules: M00718/M00642/M00643
M00696	co728_000000088729	Multidrug resistance, efflux pump AcrEF-TolC	Signature modules	Gene set	Drug resistance	"K18140 K18141+K18142+K12340"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K12340,K12340	4509,4462	K12340 is present in multiple modules: M00575/M00696/M00697
M00697	co728_000000088729	Multidrug resistance, efflux pump MdtEF-TolC	Signature modules	Gene set	Drug resistance	"K07690 K18898+K18899+K12340"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K12340,K12340	4509,4462	K12340 is present in multiple modules: M00575/M00696/M00697
M00614	co728_000000088729	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.05	False	NA	No enzymes unique to module	NA	K01902,K01903	4577,4576	K01902 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614,K01903 is present in multiple modules: M00009/M00011/M00173/M00374/M00620/M00614
