module	contig_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00705	megaS121_000000000329	Multidrug resistance, efflux pump MepA	Signature modules	Gene set	Drug resistance	"K18909 K18908"	1.0	True	1.0	True	1.0	K18908,K18909	1,1	K18908,K18909	1017,1016	None
M00001	megaS121_000000006948	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K24182,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K00873	4270	K00873 is present in multiple modules: M00001/M00002
M00002	megaS121_000000006948	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00873	4270	K00873 is present in multiple modules: M00001/M00002
M00004	megaS121_000000006948	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00615,K00615,K01783	4434,4426,4542	K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165
M00007	megaS121_000000006948	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K00615 (K00616,K13810) K01783 (K01807,K01808)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00615,K00615,K01783	4434,4426,4542	K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165
M00632	megaS121_000000006948	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01785 K00849 K00965 K01784"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01784	4475	K01784 is present in multiple modules: M00632/M01004
M00373	megaS121_000000006948	Ethylmalonyl pathway	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847"	0.08333333333333333	False	0.08333333333333333	False	1.0	K00023	1	K00023	4165	None
M00165	megaS121_000000006948	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783"	0.18181818181818182	False	0.18181818181818182	False	NA	No enzymes unique to module	NA	K00615,K00615,K01783	4434,4426,4542	K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165
M00579	megaS121_000000006948	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules	Energy metabolism	Carbon fixation	"(K00625,K13788,K15024) K00925"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00925,K15024	4158,4614	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K15024 is present in multiple modules: M00579/M00618
M00357	megaS121_000000006948	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	"((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00925	4158	K00925 is present in multiple modules: M00579/M00357/M00617/M00618
M00082	megaS121_000000006948	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"	0.5	False	0.6666666666666666	False	1.0	K00648	3	K00645,K00648,K00648,K00648	4164,4163,4484,4485	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886
M00083	megaS121_000000006948	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	0.0	False	0.75	True	1.0	K02371	1	K00059,K02371,K09458	4165,4249,4168	K00059 is present in multiple modules: M00083/M00874/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572
M00873	megaS121_000000006948	Fatty acid biosynthesis in mitochondria, animals	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K00645,K09458	4164,4168	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K09458 is present in multiple modules: M00083/M00873/M00874/M00572
M00874	megaS121_000000006948	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11262 K03955+K00645 K09458 K00059 K22541 K07512"	0.3333333333333333	False	0.4166666666666667	False	NA	No enzymes unique to module	NA	K00059,K00645,K09458	4165,4164,4168	K00059 is present in multiple modules: M00083/M00874/M00572,K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K09458 is present in multiple modules: M00083/M00873/M00874/M00572
M00885	megaS121_000000006948	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608 K11609+K11610+(K27071+K27072,K27689)+K11611"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00645,K02078,K02078,K02078	4164,4166,4488,4489	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848
M00886	megaS121_000000006948	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608  K11609+K11610+K27071+K27072+K11611 K27070+K11610+K27072+(K27073,K27074)+K11611"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00645,K02078,K02078,K02078	4164,4166,4488,4489	K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K02078 is present in multiple modules: M00885/M00886/M00848
M00089	megaS121_000000006948	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	1	K00655	4588	None
M00093	megaS121_000000006948	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	1.0	True	1.0	True	1.0	K00981,K01613,K17103	1,1,1	K00981,K01613,K17103	4504,4603,4604	None
M00048	megaS121_000000006948	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	0.125	False	0.125	False	1.0	K01952,K23265	1,1	K01952,K23265	4652,4652	None
M00049	megaS121_000000006948	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00940	4663	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00050	megaS121_000000006948	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	0.75	True	0.75	True	1.0	K00088,K00942	1,1	K00088,K00940,K00942	4579,4663,4529	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00053	megaS121_000000006948	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00940	4663	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00958	megaS121_000000006948	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.3333333333333333	False	0.5	False	NA	No enzymes unique to module	NA	K05810	4377	K05810 is present in multiple modules: M00958/M00959/M00034
M00959	megaS121_000000006948	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K05810	4377	K05810 is present in multiple modules: M00958/M00959/M00034
M00052	megaS121_000000006948	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K13800,K13809,K09903) (K00940,K18533) K01937"	0.6666666666666666	False	0.6666666666666666	False	1.0	K09903	1	K00940,K09903	4663,4499	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00938	megaS121_000000006948	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.4	False	0.4	False	1.0	K01520	1	K00940,K01520	4663,4647	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938
M00018	megaS121_000000006948	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	0.8	True	0.8	True	1.0	K00872	1	K00003,K00133,K00872,K00928	4596,4640,4597,4639	K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00033	megaS121_000000006948	Ectoine biosynthesis, aspartate => ectoine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"K00928 K00133 K00836 K06718 K06720"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00133,K00928	4640,4639	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00609	megaS121_000000006948	Cysteine biosynthesis, methionine => cysteine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K17462 K01243 K07173 K17216 K17217"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00789	4532	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00017	megaS121_000000006948	Methionine biosynthesis, aspartate => homoserine => methionine	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"(K00928,K12524,K12525) K00133 (K00003,K12524,K12525) (K00651,K00641) K01739 (K01760,K14155) (K00548,K24042,K00549)"	0.42857142857142855	False	0.42857142857142855	False	NA	No enzymes unique to module	NA	K00003,K00133,K00928	4596,4640,4639	K00003 is present in multiple modules: M00018/M00017,K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527
M00034	megaS121_000000006948	Methionine salvage pathway	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 K01611 K00797 ((K01243,K01244) K00899,(K00772,K05810)) K08963 (K16054,K08964 (K09880,K08965 K08966)) K08967 (K00815,K08969,K23977,K00832,K00838)"	0.375	False	0.375	False	1.0	K08963	1	K00789,K05810,K08963	4532,4377,4608	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953,K05810 is present in multiple modules: M00958/M00959/M00034
M00035	megaS121_000000006948	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.5	False	0.5	False	1.0	K01251	1	K00789,K01251	4532,4609	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00368	megaS121_000000006948	Ethylene biosynthesis, methionine => ethylene	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K01762,K20772) K05933"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00789	4532	K00789 is present in multiple modules: M00609/M00034/M00035/M00368/M00953
M00019	megaS121_000000006948	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01687	4248	K01687 is present in multiple modules: M00019/M00570
M00535	megaS121_000000006948	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K09011 K01703+K01704 K00052"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01703,K01704	4205,4206	K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432
M00570	megaS121_000000006948	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01687	4248	K01687 is present in multiple modules: M00019/M00570
M00432	megaS121_000000006948	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01649 (K01702,K01703+K01704) K00052"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01703,K01704	4205,4206	K01703 is present in multiple modules: M00535/M00432,K01704 is present in multiple modules: M00535/M00432
M00016	megaS121_000000006948	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01714	4640,4641,4639,4638	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00525	megaS121_000000006948	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01714	4640,4641,4639,4638	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00526	megaS121_000000006948	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01714	4640,4641,4639,4638	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00527	megaS121_000000006948	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.5714285714285714	False	0.5714285714285714	False	NA	No enzymes unique to module	NA	K00133,K00215,K00928,K01714	4640,4641,4639,4638	K00133 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K00215 is present in multiple modules: M00016/M00525/M00526/M00527,K00928 is present in multiple modules: M00018/M00033/M00017/M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00956	megaS121_000000006948	Lysine degradation, bacteria, L-lysine => succinate	Pathway modules	Amino acid metabolism	Lysine metabolism	"K01582 K09251 K00137 K07250 K00135 K15737 K15736"	0.14285714285714285	False	0.14285714285714285	False	1.0	K09251	1	K09251	4667	None
M00015	megaS121_000000006948	Proline biosynthesis, glutamate => proline	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"((K00931 K00147),K12657) K00286"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00286	4380	K00286 is present in multiple modules: M00015/M00972
M00972	megaS121_000000006948	Proline metabolism	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00819 K00286 K00318"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00286	4380	K00286 is present in multiple modules: M00015/M00972
M00024	megaS121_000000006948	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K06209	4595	K06209 is present in multiple modules: M00024/M00025
M00025	megaS121_000000006948	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K06209	4595	K06209 is present in multiple modules: M00024/M00025
M01004	megaS121_000000006948	UDP-Galf biosynthesis, UDP-Glc => UDP-Galf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01784 (K01854,K28214)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01784	4475	K01784 is present in multiple modules: M00632/M01004
M00923	megaS121_000000006948	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K19068 K24258"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K15894	4688	K15894 is present in multiple modules: M00923/M01007
M01007	megaS121_000000006948	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K15895 K15896 K15897 K15898 K15899"	0.6666666666666666	False	0.6666666666666666	False	1.0	K15897,K15898,K15899	1,1,1	K15894,K15897,K15898,K15899	4688,4684,4682,4685	K15894 is present in multiple modules: M00923/M01007
M01009	megaS121_000000006948	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K24300,K28372) (K24310,K24311)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	4477	K24300 is present in multiple modules: M01009/M01032/M01033/M01037
M01032	megaS121_000000006948	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K24312"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	4477	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K24312
M01033	megaS121_000000006948	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K25626 K27969"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K24300	4477	K24300 is present in multiple modules: M01009/M01032/M01033/M01037
M01037	megaS121_000000006948	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 (K25626,K26217)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	4477	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K26217
M00793	megaS121_000000006948	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027
M01022	megaS121_000000006948	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K19180
M01023	megaS121_000000006948	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20679 K20680 K20681"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K20679,No KOfam profile for K20680,No KOfam profile for K20681
M01024	megaS121_000000006948	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K24249 K24250 K24251"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027
M01025	megaS121_000000006948	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K02805 K16704"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027
M01026	megaS121_000000006948	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20429 K21379"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027
M01027	megaS121_000000006948	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K13306 K20678"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01710	4676	K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K13306,No KOfam profile for K20678
M00127	megaS121_000000006948	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	0.14285714285714285	False	0.25	False	NA	No enzymes unique to module	NA	K00788,K00941	4437,4435	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00895	megaS121_000000006948	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K00788,K00941	4437,4435	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00896	megaS121_000000006948	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.25	False	0.4	False	NA	No enzymes unique to module	NA	K00788,K00941	4437,4435	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00899	megaS121_000000006948	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	1.0	True	1.0	True	1.0	K00878	1	K00788,K00878,K00941	4437,4436,4435	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00941 is present in multiple modules: M00127/M00895/M00896/M00899
M00125	megaS121_000000006948	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.8571428571428571	True	0.8571428571428571	True	1.0	K11752,K11753	1,1	K00793,K00794,K01497,K11752,K11753,K14652	4557,4559,4558,4556,4521,4558	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840
