participant	group_i	group_j	days_between	shared_clusters	n_clusters_i	n_clusters_j	jaccard
p431	spaS204	spaS70	553	45863	131033	95664	0.25361934149551524
p431	spaS204	spaS77	518	62690	131033	119731	0.33332624392526344
p431	spaS204	spaS78	497	78611	131033	158995	0.37182913389178734
p431	spaS204	spaS81	399	73243	131033	134212	0.3814699846876595
p431	spaS204	spaS83	392	50297	131033	107875	0.26667055473964935
p431	spaS204	spaS96	350	43735	131033	98567	0.2353051946305114
p431	spaS210	spaS211	70	123018	160732	174030	0.5809751397914463
p431	spaS210	spaS226	819	50050	160732	95829	0.24235997113955188
p431	spaS210	spaS229	812	54616	160732	88834	0.2801538856116953
p431	spaS210	spaS233	805	61240	160732	109898	0.2924685992645303
p431	spaS210	spaS236	798	53204	160732	96943	0.2602031583940999
p431	spaS210	spaS238	791	54294	160732	97065	0.2667970496749434
p431	spaS210	spaS242	511	39614	160732	68382	0.20904485488126648
p431	spaS210	spaS243	525	75966	160732	128705	0.35586098345911155
p431	spaS210	spaS244	504	75442	160732	108372	0.3895549978829094
p431	spaS210	spaS26	721	72027	160732	116793	0.35049976155485696
p431	spaS210	spaS3	455	77583	160732	133595	0.35794762484774667
p431	spaS210	spaS65	616	75333	160732	140258	0.3338385248407982
p431	spaS210	spaS66	609	67105	160732	122775	0.3100941765787747
p431	spaS210	spaS70	595	56262	160732	95664	0.281121648495508
p431	spaS210	spaS77	560	74314	160732	119731	0.36048683233971546
p431	spaS210	spaS78	539	93959	160732	158995	0.41617501151624675
p431	spaS210	spaS81	441	82004	160732	134212	0.3851037851037851
p431	spaS210	spaS83	434	57527	160732	107875	0.272536479060072
p431	spaS210	spaS96	392	50481	160732	98567	0.24174640117231272
p431	spaS211	spaS226	889	52204	174030	95829	0.23984746502492477
p431	spaS211	spaS229	882	55111	174030	88834	0.2652717409616227
p431	spaS211	spaS233	875	60210	174030	109898	0.26913346266281657
p431	spaS211	spaS236	868	54936	174030	96943	0.2542897744367863
p431	spaS211	spaS238	861	54525	174030	97065	0.2517661726000831
p431	spaS211	spaS242	581	39269	174030	68382	0.19330717770240669
p431	spaS211	spaS243	595	71058	174030	128705	0.3067114991993163
p431	spaS211	spaS244	574	76040	174030	108372	0.36847869278258594
p431	spaS211	spaS26	791	71661	174030	116793	0.32697730445971473
p431	spaS211	spaS3	525	74238	174030	133595	0.3180896965126592
p431	spaS211	spaS65	686	74568	174030	140258	0.3110629067245119
p431	spaS211	spaS66	679	66090	174030	122775	0.28645731746960534
p431	spaS211	spaS70	665	56990	174030	95664	0.2679310215134647
p431	spaS211	spaS77	630	71870	174030	119731	0.323897769625627
p431	spaS211	spaS78	609	95371	174030	158995	0.4013018926674914
p431	spaS211	spaS81	511	86559	174030	134212	0.3904629583684811
p431	spaS211	spaS83	504	57700	174030	107875	0.25735376106688074
p431	spaS211	spaS96	462	51045	174030	98567	0.2303973784935365
p431	spaS226	spaS229	7	70019	95829	88834	0.6107515439098427
p431	spaS226	spaS233	14	77301	95829	109898	0.6019108280254777
p431	spaS226	spaS236	21	73481	95829	96943	0.6159810882631548
p431	spaS226	spaS238	28	70396	95829	97065	0.5746706068670508
p431	spaS226	spaS242	308	26133	95829	68382	0.18926259070959892
p431	spaS226	spaS243	294	54188	95829	128705	0.31810550291759127
p431	spaS226	spaS244	315	53665	95829	108372	0.35649279906467557
p431	spaS226	spaS26	98	64098	95829	116793	0.4315666154964854
p431	spaS226	spaS3	364	54281	95829	133595	0.3099238907635475
p431	spaS226	spaS65	203	56278	95829	140258	0.3129876702500987
p431	spaS226	spaS66	210	52112	95829	122775	0.3130000240251784
p431	spaS226	spaS70	224	42326	95829	95664	0.2837490865942199
p431	spaS226	spaS77	259	57484	95829	119731	0.3636478655836433
p431	spaS226	spaS78	280	67039	95829	158995	0.35699869531645234
p431	spaS226	spaS81	378	65915	95829	134212	0.40161217601111343
p431	spaS226	spaS83	385	39077	95829	107875	0.2373668960741555
p431	spaS226	spaS96	427	36798	95829	98567	0.23349281082247236
p431	spaS229	spaS233	7	75383	88834	109898	0.6111358827392196
p431	spaS229	spaS236	14	72045	88834	96943	0.6334628776421763
p431	spaS229	spaS238	21	68588	88834	97065	0.5846681044403338
p431	spaS229	spaS242	301	27881	88834	68382	0.21557196427881084
p431	spaS229	spaS243	287	50686	88834	128705	0.3037763780093855
p431	spaS229	spaS244	308	54749	88834	108372	0.38431947886028767
p431	spaS229	spaS26	91	66369	88834	116793	0.4765902138476784
p431	spaS229	spaS3	357	51342	88834	133595	0.30009293517333285
p431	spaS229	spaS65	196	55770	88834	140258	0.3217710388756188
p431	spaS229	spaS66	203	47194	88834	122775	0.28704193656296567
p431	spaS229	spaS70	217	42012	88834	95664	0.2948500203528768
p431	spaS229	spaS77	252	52541	88834	119731	0.3367494744398298
p431	spaS229	spaS78	273	65824	88834	158995	0.36166039394522126
p431	spaS229	spaS81	371	66294	88834	134212	0.42292283352046545
p431	spaS229	spaS83	378	33911	88834	107875	0.2083010847799113
p431	spaS229	spaS96	420	30661	88834	98567	0.1956169452596657
p431	spaS233	spaS236	7	81681	109898	96943	0.6526126558005753
p431	spaS233	spaS238	14	78309	109898	97065	0.6086790927604272
p431	spaS233	spaS242	294	31965	109898	68382	0.21846700611693948
p431	spaS233	spaS243	280	66586	109898	128705	0.3870896481161746
p431	spaS233	spaS244	301	57609	109898	108372	0.358574887496032
p431	spaS233	spaS26	84	77430	109898	116793	0.5187557365956278
p431	spaS233	spaS3	350	67619	109898	133595	0.38447411214846994
p431	spaS233	spaS65	189	70966	109898	140258	0.3960377253194933
p431	spaS233	spaS66	196	64297	109898	122775	0.3818655865444006
p431	spaS233	spaS70	210	50997	109898	95664	0.32993886067350303
p431	spaS233	spaS77	245	65963	109898	119731	0.4030342282453289
p431	spaS233	spaS78	266	76430	109898	158995	0.3971152896920447
p431	spaS233	spaS81	364	75681	109898	134212	0.44933473451721495
p431	spaS233	spaS83	371	48209	109898	107875	0.28431152839046026
p431	spaS233	spaS96	413	45877	109898	98567	0.2821671956109922
p431	spaS236	spaS238	7	73792	96943	97065	0.6138284421374859
p431	spaS236	spaS242	287	27238	96943	68382	0.19725245678449094
p431	spaS236	spaS243	273	56880	96943	128705	0.3370307167235495
p431	spaS236	spaS244	294	55117	96943	108372	0.3669622764617372
p431	spaS236	spaS26	77	69471	96943	116793	0.48155131182199423
p431	spaS236	spaS3	343	58491	96943	133595	0.3399710544211756
p431	spaS236	spaS65	182	61660	96943	140258	0.35125697130584876
p431	spaS236	spaS66	189	56834	96943	122775	0.34892316004027407
p431	spaS236	spaS70	203	45604	96943	95664	0.31022496139534567
p431	spaS236	spaS77	238	58989	96943	119731	0.37409392142562703
p431	spaS236	spaS78	259	68861	96943	158995	0.36808907562126825
p431	spaS236	spaS81	357	68202	96943	134212	0.41853786061011455
p431	spaS236	spaS83	364	39163	96943	107875	0.23641302707434125
p431	spaS236	spaS96	406	37429	96943	98567	0.23677102245051587
p431	spaS238	spaS242	280	30468	97065	68382	0.22572400151134622
p431	spaS238	spaS243	266	54857	97065	128705	0.32096446730207767
p431	spaS238	spaS244	287	58380	97065	108372	0.396988922662641
p431	spaS238	spaS26	70	65625	97065	116793	0.4427151848778612
p431	spaS238	spaS3	336	55683	97065	133595	0.31823039599490216
p431	spaS238	spaS65	175	58113	97065	140258	0.3242731990402321
p431	spaS238	spaS66	182	52707	97065	122775	0.315359623772684
p431	spaS238	spaS70	196	45270	97065	95664	0.30700058999450697
p431	spaS238	spaS77	231	57147	97065	119731	0.35795401161297596
p431	spaS238	spaS78	252	66710	97065	158995	0.3523105360443623
p431	spaS238	spaS81	350	63689	97065	134212	0.38003317659975655
p431	spaS238	spaS83	357	38819	97065	107875	0.23367906525966012
p431	spaS238	spaS96	399	35397	97065	98567	0.2209067931475645
p431	spaS242	spaS243	14	54778	68382	128705	0.3849229493566816
p431	spaS242	spaS244	7	52849	68382	108372	0.4265283886848795
p431	spaS242	spaS26	210	42991	68382	116793	0.30236172846452486
p431	spaS242	spaS3	56	50746	68382	133595	0.3355528959009727
p431	spaS242	spaS65	105	55545	68382	140258	0.36281393905744797
p431	spaS242	spaS66	98	48378	68382	122775	0.3388313407433866
p431	spaS242	spaS70	84	47490	68382	95664	0.4074436322454443
p431	spaS242	spaS77	49	54500	68382	119731	0.4078944414091443
p431	spaS242	spaS78	28	57191	68382	158995	0.33604996885760285
p431	spaS242	spaS81	70	33976	68382	134212	0.20149687459227367
p431	spaS242	spaS83	77	44751	68382	107875	0.34029626024668075
p431	spaS242	spaS96	119	39350	68382	98567	0.30838799677113454
p431	spaS243	spaS244	21	77067	128705	108372	0.48163864758452596
p431	spaS243	spaS26	196	76367	128705	116793	0.45152574040240995
p431	spaS243	spaS3	70	92002	128705	133595	0.5402412242069784
p431	spaS243	spaS65	91	92165	128705	140258	0.521301145940565
p431	spaS243	spaS66	84	86609	128705	122775	0.5253137301284034
p431	spaS243	spaS70	70	76794	128705	95664	0.5203726918516008
p431	spaS243	spaS77	35	91647	128705	119731	0.5845244245450892
p431	spaS243	spaS78	14	101273	128705	158995	0.5432313988853545
p431	spaS243	spaS81	84	73424	128705	134212	0.38747605452444156
p431	spaS243	spaS83	91	67126	128705	107875	0.3961311034262986
p431	spaS243	spaS96	133	56232	128705	98567	0.3287652011225444
p431	spaS244	spaS26	217	70103	108372	116793	0.4520965807225497
p431	spaS244	spaS3	49	68549	108372	133595	0.395281919985238
p431	spaS244	spaS65	112	76214	108372	140258	0.4420355419450631
p431	spaS244	spaS66	105	71071	108372	122775	0.44398285814238236
p431	spaS244	spaS70	91	62441	108372	95664	0.4409830855609308
p431	spaS244	spaS77	56	80407	108372	119731	0.544408785613693
p431	spaS244	spaS78	35	92478	108372	158995	0.5287811125914151
p431	spaS244	spaS81	63	65735	108372	134212	0.3717012818845456
p431	spaS244	spaS83	70	46589	108372	107875	0.27460538259321693
p431	spaS244	spaS96	112	38136	108372	98567	0.22592015544747426
p431	spaS26	spaS3	266	78749	116793	133595	0.4588059823233647
p431	spaS26	spaS65	105	82524	116793	140258	0.47284374337495055
p431	spaS26	spaS66	112	73207	116793	122775	0.4400490499576223
p431	spaS26	spaS70	126	63674	116793	95664	0.427965560581518
p431	spaS26	spaS77	161	76407	116793	119731	0.47719480130154823
p431	spaS26	spaS78	182	87789	116793	158995	0.4669652498151586
p431	spaS26	spaS81	280	79306	116793	134212	0.46188970232791104
p431	spaS26	spaS83	287	54970	116793	107875	0.32392839043477234
p431	spaS26	spaS96	329	48329	116793	98567	0.28934149948213206
p431	spaS3	spaS65	161	93725	133595	140258	0.520324435956653
p431	spaS3	spaS66	154	86833	133595	122775	0.5121772828350154
p431	spaS3	spaS70	140	72172	133595	95664	0.4594396735566915
p431	spaS3	spaS77	105	92150	133595	119731	0.5717352459423239
p431	spaS3	spaS78	84	95559	133595	158995	0.48499474701950457
p431	spaS3	spaS81	14	80968	133595	134212	0.4333570614272181
p431	spaS3	spaS83	21	75634	133595	107875	0.4560770882076268
p431	spaS3	spaS96	63	66485	133595	98567	0.401292877104245
p431	spaS65	spaS66	7	98236	140258	122775	0.5961030844008083
p431	spaS65	spaS70	21	81392	140258	95664	0.5267067883258915
p431	spaS65	spaS77	56	91265	140258	119731	0.5409129702946824
p431	spaS65	spaS78	77	109821	140258	158995	0.5797383757760041
p431	spaS65	spaS81	175	78577	140258	134212	0.4011220411142818
p431	spaS65	spaS83	182	73190	140258	107875	0.41836483883321995
p431	spaS65	spaS96	224	62295	140258	98567	0.3528861949810231
p431	spaS66	spaS70	14	78026	122775	95664	0.5556892880288862
p431	spaS66	spaS77	49	88624	122775	119731	0.5759218102182192
p431	spaS66	spaS78	70	96382	122775	158995	0.5198934127343733
p431	spaS66	spaS81	168	69610	122775	134212	0.3714970353885482
p431	spaS66	spaS83	175	65901	122775	107875	0.4000084977754038
p431	spaS66	spaS96	217	58604	122775	98567	0.36011257358453463
p431	spaS70	spaS77	35	74796	95664	119731	0.5319810240471127
p431	spaS70	spaS78	56	81504	95664	158995	0.47069966215240683
p431	spaS70	spaS81	154	56841	95664	134212	0.328494235270321
p431	spaS70	spaS83	161	54447	95664	107875	0.365190620556435
p431	spaS70	spaS96	203	45732	95664	98567	0.30796166977555406
p431	spaS77	spaS78	21	101040	119731	158995	0.5686435622390059
p431	spaS77	spaS81	119	73159	119731	134212	0.40467629878750333
p431	spaS77	spaS83	126	68031	119731	107875	0.42632617891273694
p431	spaS77	spaS96	168	59159	119731	98567	0.37174419846800594
p431	spaS78	spaS81	98	93134	158995	134212	0.4655000924662498
p431	spaS78	spaS83	105	71542	158995	107875	0.3662659731323722
p431	spaS78	spaS96	147	59562	158995	98567	0.3008181818181818
p431	spaS81	spaS83	7	67289	134212	107875	0.38495291708143115
p431	spaS81	spaS96	49	62302	134212	98567	0.36545692380790373
p431	spaS83	spaS96	42	75165	107875	98567	0.5725679288832012
p470	spaS120	spaS13	434	36861	62363	76511	0.3613363002754551
p470	spaS120	spaS14	427	33784	62363	103649	0.2554980790755362
p470	spaS120	spaS143	77	44599	62363	77938	0.4660195189233245
p470	spaS120	spaS151	91	39853	62363	71375	0.42448740480374925
p470	spaS120	spaS17	420	29393	62363	93613	0.23220337644075428
p470	spaS120	spaS21	406	24365	62363	78878	0.20846880454498784
p470	spaS120	spaS230	483	34885	62363	107484	0.25848016478712527
p470	spaS120	spaS234	476	29080	62363	96081	0.22479205961473053
p470	spaS120	spaS38	371	23517	62363	94847	0.17590300165304093
p470	spaS120	spaS45	364	24780	62363	81549	0.20800456636336165
p470	spaS120	spaS56	322	15682	62363	50609	0.16118820022612806
p470	spaS120	spaS60	301	23863	62363	75769	0.20883179164952875
p470	spaS120	spaS64	287	23814	62363	64178	0.23181831456189705
p470	spaS120	spaS8	448	25961	62363	81052	0.2210312122192518
p470	spaS13	spaS14	7	62043	76511	103649	0.5252673196914923
p470	spaS13	spaS143	511	35627	76511	77938	0.299835047381798
p470	spaS13	spaS151	525	33331	76511	71375	0.2909606739120946
p470	spaS13	spaS17	14	54246	76511	93613	0.468130274944338
p470	spaS13	spaS21	28	41301	76511	78878	0.36201002734731086
p470	spaS13	spaS230	49	57117	76511	107484	0.4501726067560964
p470	spaS13	spaS234	42	49904	76511	96081	0.40675534689619197
p470	spaS13	spaS38	63	44521	76511	94847	0.3510095634554586
p470	spaS13	spaS45	70	44697	76511	81549	0.39428208498363665
p470	spaS13	spaS56	112	27099	76511	50609	0.2709331040481499
p470	spaS13	spaS60	133	41497	76511	75769	0.37457913217731964
p470	spaS13	spaS64	147	38016	76511	64178	0.37026287339417374
p470	spaS13	spaS8	14	44199	76511	81052	0.38988567799301366
p470	spaS14	spaS143	504	32762	103649	77938	0.22013774567444985
p470	spaS14	spaS151	518	32683	103649	71375	0.2296105830365109
p470	spaS14	spaS17	7	74179	103649	93613	0.6026746179407392
p470	spaS14	spaS21	21	59263	103649	78878	0.48078108774662515
p470	spaS14	spaS230	56	62818	103649	107484	0.42354448302599196
p470	spaS14	spaS234	49	57735	103649	96081	0.4065988239022501
p470	spaS14	spaS38	56	66234	103649	94847	0.5007787573150262
p470	spaS14	spaS45	63	59812	103649	81549	0.4770229531207631
p470	spaS14	spaS56	105	25235	103649	50609	0.19558528324407276
p470	spaS14	spaS60	126	41742	103649	75769	0.3031900984921119
p470	spaS14	spaS64	140	37206	103649	64178	0.2848393443626982
p470	spaS14	spaS8	21	56979	103649	81052	0.4461173486165265
p470	spaS143	spaS151	14	48758	77938	71375	0.48488886678931925
p470	spaS143	spaS17	497	29111	77938	93613	0.20437377141252458
p470	spaS143	spaS21	483	27471	77938	78878	0.21238548069117477
p470	spaS143	spaS230	560	37756	77938	107484	0.2556851272466241
p470	spaS143	spaS234	553	35912	77938	96081	0.260030266387656
p470	spaS143	spaS38	448	28510	77938	94847	0.19760873332178133
p470	spaS143	spaS45	441	26629	77938	81549	0.20043204022339642
p470	spaS143	spaS56	399	17582	77938	50609	0.15844635695940162
p470	spaS143	spaS60	378	30404	77938	75769	0.24657956416307794
p470	spaS143	spaS64	364	26291	77938	64178	0.22698899201381395
p470	spaS143	spaS8	525	31509	77938	81052	0.2471662443815157
p470	spaS151	spaS17	511	30379	71375	93613	0.22568327526391252
p470	spaS151	spaS21	497	25896	71375	78878	0.20823918235402913
p470	spaS151	spaS230	574	34538	71375	107484	0.23931375198342583
p470	spaS151	spaS234	567	29965	71375	96081	0.21794153799157764
p470	spaS151	spaS38	462	28994	71375	94847	0.21128341154866354
p470	spaS151	spaS45	455	29159	71375	81549	0.23559972528582393
p470	spaS151	spaS56	413	18875	71375	50609	0.18305870486572462
p470	spaS151	spaS60	392	30704	71375	75769	0.2636894537959464
p470	spaS151	spaS64	378	29046	71375	64178	0.27271446947149014
p470	spaS151	spaS8	539	29171	71375	81052	0.23667002012072436
p470	spaS17	spaS21	14	60360	93613	78878	0.5382989539021323
p470	spaS17	spaS230	63	58956	93613	107484	0.4147712482675653
p470	spaS17	spaS234	56	57521	93613	96081	0.4351947825955377
p470	spaS17	spaS38	49	66987	93613	94847	0.551455879084241
p470	spaS17	spaS45	56	58922	93613	81549	0.5068995182381281
p470	spaS17	spaS56	98	25338	93613	50609	0.21313212879781973
p470	spaS17	spaS60	119	41466	93613	75769	0.3241658588448669
p470	spaS17	spaS64	133	34716	93613	64178	0.2820719073735527
p470	spaS17	spaS8	28	57232	93613	81052	0.48735874924424993
p470	spaS21	spaS230	77	47706	78878	107484	0.3440601200092315
p470	spaS21	spaS234	70	48961	78878	96081	0.38858553310370003
p470	spaS21	spaS38	35	66688	78878	94847	0.6230368937843923
p470	spaS21	spaS45	42	56013	78878	81549	0.5364510506253951
p470	spaS21	spaS56	84	18936	78878	50609	0.171287460086295
p470	spaS21	spaS60	105	36603	78878	75769	0.3100792924672156
p470	spaS21	spaS64	119	26194	78878	64178	0.22414471770122024
p470	spaS21	spaS8	42	48926	78878	81052	0.4407588915714749
p470	spaS230	spaS234	7	83021	107484	96081	0.6887194717281656
p470	spaS230	spaS38	112	55521	107484	94847	0.3781826851031946
p470	spaS230	spaS45	119	45548	107484	81549	0.31744084747534584
p470	spaS230	spaS56	161	26566	107484	50609	0.20198134223391395
p470	spaS230	spaS60	182	42330	107484	75769	0.3003768015157213
p470	spaS230	spaS64	196	40831	107484	64178	0.31208964236304854
p470	spaS230	spaS8	35	58154	107484	81052	0.4460278259268918
p470	spaS234	spaS38	105	57306	96081	94847	0.4288665040187993
p470	spaS234	spaS45	112	46799	96081	81549	0.3577057425227966
p470	spaS234	spaS56	154	23965	96081	50609	0.1952739865553066
p470	spaS234	spaS60	175	38494	96081	75769	0.2886559284921563
p470	spaS234	spaS64	189	33546	96081	64178	0.26474000299890305
p470	spaS234	spaS8	28	58255	96081	81052	0.49004020929019665
p470	spaS38	spaS45	7	64939	94847	81549	0.5826372502400029
p470	spaS38	spaS56	49	24808	94847	50609	0.2056229692991181
p470	spaS38	spaS60	70	42760	94847	75769	0.33443874358653486
p470	spaS38	spaS64	84	29876	94847	64178	0.23132970444989895
p470	spaS38	spaS8	77	52155	94847	81052	0.42147498060512023
p470	spaS45	spaS56	42	20526	81549	50609	0.18387200802637238
p470	spaS45	spaS60	63	37876	81549	75769	0.31710788499857673
p470	spaS45	spaS64	77	26966	81549	64178	0.22706107223751906
p470	spaS45	spaS8	84	49272	81549	81052	0.434769564718651
p470	spaS56	spaS60	21	37213	50609	75769	0.41734985700667304
p470	spaS56	spaS64	35	30881	50609	64178	0.368042809810979
p470	spaS56	spaS8	126	18075	50609	81052	0.15913052664941102
p470	spaS60	spaS64	14	47982	75769	64178	0.521741967052683
p470	spaS60	spaS8	147	32283	75769	81052	0.2592220848255151
p470	spaS64	spaS8	161	27874	64178	81052	0.2375166161082518
p523	spaS231	spaS237	14	117963	201812	143157	0.5196470577870188
p523	spaS231	spaS239	21	97150	201812	113489	0.44533373672364557
p523	spaS231	spaS245	224	63957	201812	93155	0.27685814466906195
p523	spaS231	spaS32	98	147424	201812	197176	0.5860297975863001
p523	spaS231	spaS5	301	130744	201812	199642	0.4829670126703853
p523	spaS231	spaS50	147	113520	201812	164353	0.4493261295493677
p523	spaS231	spaS52	154	138297	201812	204940	0.5151589651896966
p523	spaS231	spaS67	203	87078	201812	131207	0.354060526711691
p523	spaS237	spaS239	7	93121	143157	113489	0.5694603271670998
p523	spaS237	spaS245	210	58841	143157	93155	0.3315527607327394
p523	spaS237	spaS32	84	113416	143157	197176	0.49981270684875967
p523	spaS237	spaS5	287	101919	143157	199642	0.42311109266024577
p523	spaS237	spaS50	133	98146	143157	164353	0.4687816434535068
p523	spaS237	spaS52	140	118542	143157	204940	0.5163991200365925
p523	spaS237	spaS67	189	79636	143157	131207	0.4089601906248716
p523	spaS239	spaS245	203	57258	113489	93155	0.3832889293508093
p523	spaS239	spaS32	77	92583	113489	197176	0.42453297383552974
p523	spaS239	spaS5	280	84634	113489	199642	0.37039435966336537
p523	spaS239	spaS50	126	85393	113489	164353	0.44371755633960164
p523	spaS239	spaS52	133	95753	113489	204940	0.43001041872496365
p523	spaS239	spaS67	182	75711	113489	131207	0.4480338491582093
p523	spaS245	spaS32	126	66146	93155	197176	0.29505096237482437
p523	spaS245	spaS5	77	69605	93155	199642	0.3118615362557798
p523	spaS245	spaS50	77	73105	93155	164353	0.3964414895636188
p523	spaS245	spaS52	70	74599	93155	204940	0.3337822600851917
p523	spaS245	spaS67	21	74262	93155	131207	0.4947501665556296
p523	spaS32	spaS5	203	133574	197176	199642	0.5074151737551473
p523	spaS32	spaS50	49	118386	197176	164353	0.4868986563462654
p523	spaS32	spaS52	56	141166	197176	204940	0.540969534393562
p523	spaS32	spaS67	105	91438	197176	131207	0.38590390174935113
p523	spaS5	spaS50	154	119155	199642	164353	0.4866647606600229
p523	spaS5	spaS52	147	144975	199642	204940	0.5584402577742511
p523	spaS5	spaS67	98	97743	199642	131207	0.4193070963424365
p523	spaS50	spaS52	7	131143	164353	204940	0.5506739449926517
p523	spaS50	spaS67	56	101395	164353	131207	0.5222104910771767
p523	spaS52	spaS67	49	106250	204940	131207	0.462163490606663
p550	spaS254	spaS255	7	45374	154200	60763	0.2675527304247327
p550	spaS254	spaS256	14	98594	154200	123699	0.5498675441287192
p550	spaS254	spaS33	91	39501	154200	69704	0.21421018096234876
p550	spaS254	spaS47	140	28936	154200	71578	0.1470011481289562
p550	spaS254	spaS53	147	51842	154200	120727	0.23238675841047135
p550	spaS254	spaS58	154	65535	154200	104534	0.3392098302786246
p550	spaS255	spaS256	7	50342	60763	123699	0.37535043244855354
p550	spaS255	spaS33	84	36265	60763	69704	0.3849705951041379
p550	spaS255	spaS47	133	23477	60763	71578	0.2156543944738389
p550	spaS255	spaS53	140	35187	60763	120727	0.24050771344401686
p550	spaS255	spaS58	147	36855	60763	104534	0.286938851777456
p550	spaS256	spaS33	77	39428	123699	69704	0.25606754343237537
p550	spaS256	spaS47	126	30454	123699	71578	0.18476790253787395
p550	spaS256	spaS53	133	52070	123699	120727	0.2706960011645075
p550	spaS256	spaS58	140	57399	123699	104534	0.33599283514991163
p550	spaS33	spaS47	49	30651	69704	71578	0.2770561596659164
p550	spaS33	spaS53	56	45074	69704	120727	0.31009170524983315
p550	spaS33	spaS58	63	46417	69704	104534	0.36314064199153506
p550	spaS47	spaS53	7	60211	71578	120727	0.4558193407724802
p550	spaS47	spaS58	14	45229	71578	104534	0.34556817921349603
p550	spaS53	spaS58	7	63153	120727	104534	0.38957361758827447
p584	spaS264	spaS265	7	18064	112625	27166	0.1483976439080894
p584	spaS264	spaS266	28	91274	112625	149466	0.5343379171862286
p584	spaS264	spaS275	70	76622	112625	126349	0.47194983739036167
p584	spaS264	spaS276	77	72184	112625	125297	0.43553077749218644
p584	spaS264	spaS277	105	75630	112625	146603	0.4119325918582991
p584	spaS265	spaS266	21	16885	27166	149466	0.10569838557218601
p584	spaS265	spaS275	63	16323	27166	126349	0.11897924077205668
p584	spaS265	spaS276	70	14410	27166	125297	0.10438020180655255
p584	spaS265	spaS277	98	14695	27166	146603	0.09237838993172989
p584	spaS266	spaS275	42	86282	149466	126349	0.45523470846765474
p584	spaS266	spaS276	49	87638	149466	125297	0.4683393453573814
p584	spaS266	spaS277	77	89299	149466	146603	0.4318759974851284
p584	spaS275	spaS276	7	99624	126349	125297	0.6553262027864388
p584	spaS275	spaS277	35	96154	126349	146603	0.5438636183667236
p584	spaS276	spaS277	28	103929	125297	146603	0.6187318048948925
p601	spaS108	spaS116	28	53763	98989	82859	0.4197447007846352
p601	spaS108	spaS124	42	78457	98989	117362	0.5689660173756653
p601	spaS108	spaS131	77	60913	98989	82718	0.5042717353510936
p601	spaS108	spaS140	105	71141	98989	116044	0.49440552636699747
p601	spaS108	spaS144	112	63051	98989	102286	0.45615088551915733
p601	spaS108	spaS159	140	59818	98989	106525	0.4105672084339996
p601	spaS108	spaS161	154	65744	98989	127735	0.4083985588271835
p601	spaS108	spaS164	168	50763	98989	113380	0.31411581253171295
p601	spaS108	spaS168	182	57841	98989	144542	0.31149227206634716
p601	spaS108	spaS178	196	53195	98989	134340	0.29530793742436184
p601	spaS108	spaS219	560	29056	98989	110240	0.16126722649897599
p601	spaS108	spaS6	91	68306	98989	112222	0.47798187607151604
p601	spaS116	spaS124	14	61654	82859	117362	0.44493999292760905
p601	spaS116	spaS131	49	52501	82859	82718	0.46429834801372527
p601	spaS116	spaS140	77	59661	82859	116044	0.4284698582324299
p601	spaS116	spaS144	84	51497	82859	102286	0.3853181491679636
p601	spaS116	spaS159	112	47760	82859	106525	0.3372309778003728
p601	spaS116	spaS161	126	47048	82859	127735	0.2876744157607034
p601	spaS116	spaS164	140	35214	82859	113380	0.21868653935724267
p601	spaS116	spaS168	154	40314	82859	144542	0.21548263642048887
p601	spaS116	spaS178	168	33838	82859	134340	0.1845430598655112
p601	spaS116	spaS219	532	23347	82859	110240	0.1375359347754371
p601	spaS116	spaS6	63	56340	82859	112222	0.4060803944039613
p601	spaS124	spaS131	35	68305	117362	82718	0.5183456649592108
p601	spaS124	spaS140	63	84179	117362	116044	0.5641003303691691
p601	spaS124	spaS144	70	74279	117362	102286	0.5109686384304769
p601	spaS124	spaS159	98	64924	117362	106525	0.40842208564257093
p601	spaS124	spaS161	112	69342	117362	127735	0.39453785098574723
p601	spaS124	spaS164	126	55161	117362	113380	0.3141626941411656
p601	spaS124	spaS168	140	62942	117362	144542	0.31635186618550276
p601	spaS124	spaS178	154	54948	117362	134340	0.2792725942039298
p601	spaS124	spaS219	518	30875	117362	110240	0.1569433783873083
p601	spaS124	spaS6	49	84774	117362	112222	0.5854153718665838
p601	spaS131	spaS140	28	64632	82718	116044	0.4818608812346231
p601	spaS131	spaS144	35	61054	82718	102286	0.49256958450988303
p601	spaS131	spaS159	63	55100	82718	106525	0.41075568609618096
p601	spaS131	spaS161	77	56859	82718	127735	0.37019024180632054
p601	spaS131	spaS164	91	42974	82718	113380	0.2806483634178836
p601	spaS131	spaS168	105	47651	82718	144542	0.26530407718989585
p601	spaS131	spaS178	119	41596	82718	134340	0.23706557545223467
p601	spaS131	spaS219	483	26742	82718	110240	0.16088703855224526
p601	spaS131	spaS6	14	68551	82718	112222	0.5423810616430227
p601	spaS140	spaS144	7	78493	116044	102286	0.5613178200333245
p601	spaS140	spaS159	35	67339	116044	106525	0.43380145590414226
p601	spaS140	spaS161	49	71591	116044	127735	0.41577229539805327
p601	spaS140	spaS164	63	53931	116044	113380	0.3073114027340122
p601	spaS140	spaS168	77	68297	116044	144542	0.35517892339135365
p601	spaS140	spaS178	91	56649	116044	134340	0.2924045732572844
p601	spaS140	spaS219	455	30910	116044	110240	0.15820938302947168
p601	spaS140	spaS6	14	80620	116044	112222	0.546035788304458
