participant	group_i	group_j	days_between	shared_clusters	n_clusters_i	n_clusters_j	jaccard
p601	spaS144	spaS159	28	70368	102286	106525	0.5082813865634233
p601	spaS144	spaS161	42	72985	102286	127735	0.4647660409078173
p601	spaS144	spaS164	56	59190	102286	113380	0.3782688719036785
p601	spaS144	spaS168	70	67889	102286	144542	0.3793974482924348
p601	spaS144	spaS178	84	58666	102286	134340	0.32965835019105416
p601	spaS144	spaS219	448	35811	102286	110240	0.20264833206009678
p601	spaS144	spaS6	21	70917	102286	112222	0.49388192853312535
p601	spaS159	spaS161	14	89217	106525	127735	0.6151072440586585
p601	spaS159	spaS164	28	66602	106525	113380	0.4344468144785164
p601	spaS159	spaS168	42	78466	106525	144542	0.4546091853465507
p601	spaS159	spaS178	56	70179	106525	134340	0.4111585015759933
p601	spaS159	spaS219	420	40846	106525	110240	0.23218640397000892
p601	spaS159	spaS6	49	66114	106525	112222	0.43315665681733306
p601	spaS161	spaS164	14	73234	127735	113380	0.43622565984238837
p601	spaS161	spaS168	28	93828	127735	144542	0.5257972866197065
p601	spaS161	spaS178	42	85762	127735	134340	0.4864190388683761
p601	spaS161	spaS219	406	41290	127735	110240	0.2099295828354984
p601	spaS161	spaS6	63	70167	127735	112222	0.4132575534483774
p601	spaS164	spaS168	14	102357	113380	144542	0.6579693375759329
p601	spaS164	spaS178	28	95450	113380	134340	0.62684704800683
p601	spaS164	spaS219	392	60863	113380	110240	0.3739501219609602
p601	spaS164	spaS6	77	50627	113380	112222	0.28933847692527503
p601	spaS168	spaS178	14	114364	144542	134340	0.6951458199102833
p601	spaS168	spaS219	378	61290	144542	110240	0.3167572819548095
p601	spaS168	spaS6	91	62201	144542	112222	0.31969593396483403
p601	spaS178	spaS219	364	61533	134340	110240	0.33615956557605425
p601	spaS178	spaS6	105	54059	134340	112222	0.2808215975854922
p601	spaS219	spaS6	469	30196	110240	112222	0.15705324914441451
p644	spaS101	spaS105	14	44752	55281	77956	0.5057580380855512
p644	spaS101	spaS112	42	46293	55281	60925	0.6621515311887631
p644	spaS101	spaS145	133	36435	55281	118423	0.2654277367796079
p644	spaS101	spaS152	147	40611	55281	113489	0.3168798133568458
p644	spaS101	spaS173	210	41288	55281	151854	0.24895234764572166
p644	spaS101	spaS179	217	36475	55281	127882	0.24865701352530542
p644	spaS101	spaS182	224	28318	55281	105222	0.214230056360404
p644	spaS101	spaS246	70	38399	55281	57934	0.5132458297690333
p644	spaS101	spaS80	63	41739	55281	94328	0.38693798090293874
p644	spaS101	spaS84	49	36942	55281	73125	0.40389661506166363
p644	spaS101	spaS86	42	39670	55281	67162	0.4792625614632791
p644	spaS101	spaS87	28	37222	55281	66388	0.44077350290714884
p644	spaS101	spaS94	7	51330	55281	106108	0.4663862110322645
p644	spaS105	spaS112	28	45615	77956	60925	0.48908498273754636
p644	spaS105	spaS145	119	49459	77956	118423	0.3366389872039205
p644	spaS105	spaS152	133	51501	77956	113489	0.36801149031040986
p644	spaS105	spaS173	196	52375	77956	151854	0.2951785160763096
p644	spaS105	spaS179	203	48012	77956	127882	0.3042084320707615
p644	spaS105	spaS182	210	38314	77956	105222	0.26448254914954716
p644	spaS105	spaS246	84	44609	77956	57934	0.48869972940699596
p644	spaS105	spaS80	77	54331	77956	94328	0.460615668952888
p644	spaS105	spaS84	63	51413	77956	73125	0.5158425974234458
p644	spaS105	spaS86	56	44433	77956	67162	0.4413070467299002
p644	spaS105	spaS87	42	42682	77956	66388	0.4198422222659401
p644	spaS105	spaS94	21	63563	77956	106108	0.5274893984282288
p644	spaS112	spaS145	91	42483	60925	118423	0.3104007598728674
p644	spaS112	spaS152	105	43651	60925	113489	0.3338176701360477
p644	spaS112	spaS173	168	43048	60925	151854	0.25362485344456814
p644	spaS112	spaS179	175	40458	60925	127882	0.27272175747730015
p644	spaS112	spaS182	182	32032	60925	105222	0.23883980166275212
p644	spaS112	spaS246	112	40319	60925	57934	0.5133562515915457
p644	spaS112	spaS80	105	45910	60925	94328	0.41987141380792553
p644	spaS112	spaS84	91	40824	60925	73125	0.4379035891274966
p644	spaS112	spaS86	84	45265	60925	67162	0.5465335297384752
p644	spaS112	spaS87	70	41399	60925	66388	0.4818655865167493
p644	spaS112	spaS94	49	56387	60925	106108	0.5096162536377276
p644	spaS145	spaS152	14	85959	118423	113489	0.5889498674230745
p644	spaS145	spaS173	77	87192	118423	151854	0.4762378130376601
p644	spaS145	spaS179	84	88931	118423	127882	0.5650933445168833
p644	spaS145	spaS182	91	78887	118423	105222	0.5449577916246425
p644	spaS145	spaS246	203	36462	118423	57934	0.26063833589477825
p644	spaS145	spaS80	196	46608	118423	94328	0.2805294234484751
p644	spaS145	spaS84	182	45227	118423	73125	0.3090943883653064
p644	spaS145	spaS86	175	41905	118423	67162	0.29165506681514475
p644	spaS145	spaS87	161	37143	118423	66388	0.25153046022157816
p644	spaS145	spaS94	140	57949	118423	106108	0.34787071832490907
p644	spaS152	spaS173	63	89847	113489	151854	0.5119603865615171
p644	spaS152	spaS179	70	85946	113489	127882	0.5529741032652404
p644	spaS152	spaS182	77	73332	113489	105222	0.504419482868915
p644	spaS152	spaS246	217	41488	113489	57934	0.3192981105937584
p644	spaS152	spaS80	210	53054	113489	94328	0.34280803551236405
p644	spaS152	spaS84	196	49421	113489	73125	0.3602297493312341
p644	spaS152	spaS86	189	46724	113489	67162	0.348876626819088
p644	spaS152	spaS87	175	40917	113489	66388	0.2944516407599309
p644	spaS152	spaS94	154	55340	113489	106108	0.3369110601070274
p644	spaS173	spaS179	7	92273	151854	127882	0.4922197980401466
p644	spaS173	spaS182	14	76762	151854	105222	0.4257129230120789
p644	spaS173	spaS246	280	36569	151854	57934	0.2111142542099885
p644	spaS173	spaS80	273	50144	151854	94328	0.2557871433089503
p644	spaS173	spaS84	259	49819	151854	73125	0.2844199588947248
p644	spaS173	spaS86	252	41664	151854	67162	0.2349226397221345
p644	spaS173	spaS87	238	36063	151854	66388	0.19795366095982522
p644	spaS173	spaS94	217	58222	151854	106108	0.2914889356163012
p644	spaS179	spaS182	7	86770	127882	105222	0.5929585742206186
p644	spaS179	spaS246	287	36683	127882	57934	0.24597506923350299
p644	spaS179	spaS80	280	48495	127882	94328	0.27916414817373286
p644	spaS179	spaS84	266	46063	127882	73125	0.2972880524576621
p644	spaS179	spaS86	259	41625	127882	67162	0.2713158083418612
p644	spaS179	spaS87	245	37707	127882	66388	0.24084234461526668
p644	spaS179	spaS94	224	52286	127882	106108	0.2877537093294589
p644	spaS182	spaS246	294	29809	105222	57934	0.22354458667986532
p644	spaS182	spaS80	287	38350	105222	94328	0.23790322580645162
p644	spaS182	spaS84	273	40332	105222	73125	0.29222910553200737
p644	spaS182	spaS86	266	35303	105222	67162	0.257533866837855
p644	spaS182	spaS87	252	32389	105222	66388	0.232644500470475
p644	spaS182	spaS94	231	40267	105222	106108	0.23539280849745414
p644	spaS246	spaS80	7	50838	57934	94328	0.5012423095125415
p644	spaS246	spaS84	21	43920	57934	73125	0.504022309184177
p644	spaS246	spaS86	28	42839	57934	67162	0.5207945828318562
p644	spaS246	spaS87	42	39295	57934	66388	0.4621473179107813
p644	spaS246	spaS94	63	49349	57934	106108	0.43027037395481854
p644	spaS80	spaS84	14	59103	94328	73125	0.5454822335025381
p644	spaS80	spaS86	21	52646	94328	67162	0.48368306934695526
p644	spaS80	spaS87	35	46623	94328	66388	0.40864031973916015
p644	spaS80	spaS94	56	64028	94328	106108	0.46938595976775555
p644	spaS84	spaS86	7	49030	73125	67162	0.5372738529647041
p644	spaS84	spaS87	21	39082	73125	66388	0.38914279455546597
p644	spaS84	spaS94	42	52006	73125	106108	0.40876543500986423
p644	spaS86	spaS87	14	46392	67162	66388	0.5322747194749765
p644	spaS86	spaS94	35	55782	67162	106108	0.4747889146125562
p644	spaS87	spaS94	21	52856	66388	106108	0.4417920427950518
p654	spaS278	spaS279	7	88021	116126	111098	0.6323211425041126
p654	spaS278	spaS280	14	86982	116126	111473	0.618573856646067
p654	spaS278	spaS281	35	79026	116126	109107	0.5405076364332762
p654	spaS278	spaS283	56	67437	116126	93020	0.4758836771129568
p654	spaS278	spaS284	77	86232	116126	136159	0.519304077613774
p654	spaS278	spaS285	98	67370	116126	120116	0.3989412099104647
p654	spaS279	spaS280	7	81965	111098	111473	0.5829409840262862
p654	spaS279	spaS281	28	71828	111098	109107	0.4840912001186168
p654	spaS279	spaS283	49	62228	111098	93020	0.43856508562971314
p654	spaS279	spaS284	70	80514	111098	136159	0.4828628488152426
p654	spaS279	spaS285	91	62358	111098	120116	0.3692969157151656
p654	spaS280	spaS281	21	79018	111473	109107	0.5581865189810825
p654	spaS280	spaS283	42	66533	111473	93020	0.48226297477529717
p654	spaS280	spaS284	63	81185	111473	136159	0.48775285826719617
p654	spaS280	spaS285	84	66781	111473	120116	0.4052048444250279
p654	spaS281	spaS283	21	73258	109107	93020	0.5684687550923806
p654	spaS281	spaS284	42	83180	109107	136159	0.513184358920573
p654	spaS281	spaS285	63	69763	109107	120116	0.43749529662611314
p654	spaS283	spaS284	21	80775	93020	136159	0.5442912589957144
p654	spaS283	spaS285	42	71123	93020	120116	0.5008203474329815
p654	spaS284	spaS285	21	83843	136159	120116	0.4862380532615756
p722	spaS132	spaS136	7	63849	90670	78435	0.6066067492589496
p722	spaS132	spaS147	42	67543	90670	86637	0.6153474727597391
p722	spaS132	spaS192	161	44590	90670	129988	0.253254424426926
p722	spaS132	spaS240	469	12267	90670	114897	0.06346094154164511
p722	spaS132	spaS241	14	72474	90670	83920	0.7097222766265815
p722	spaS132	spaS85	140	37275	90670	121725	0.21285404294198265
p722	spaS132	spaS92	112	37233	90670	69254	0.3034696921534587
p722	spaS136	spaS147	35	57569	78435	86637	0.5355106369124583
p722	spaS136	spaS192	154	40657	78435	129988	0.24234350225909898
p722	spaS136	spaS240	462	9920	78435	114897	0.054085883148321814
p722	spaS136	spaS241	21	58327	78435	83920	0.5606855846502865
p722	spaS136	spaS85	147	37844	78435	121725	0.23315015155622365
p722	spaS136	spaS92	119	35408	78435	69254	0.3153516623471469
p722	spaS147	spaS192	119	46985	86637	129988	0.27696887526526764
p722	spaS147	spaS240	427	13491	86637	114897	0.07174422871364529
p722	spaS147	spaS241	56	65108	86637	83920	0.6174359168887329
p722	spaS147	spaS85	182	37216	86637	121725	0.21745176632816426
p722	spaS147	spaS92	154	33186	86637	69254	0.27045352675115114
p722	spaS192	spaS240	308	35462	129988	114897	0.16933192629271857
p722	spaS192	spaS241	175	41107	129988	83920	0.2378863548243355
p722	spaS192	spaS85	301	53921	129988	121725	0.2726146659116648
p722	spaS192	spaS92	273	28276	129988	69254	0.16538960962998492
p722	spaS240	spaS241	483	11987	114897	83920	0.06415993148851898
p722	spaS240	spaS85	609	29816	114897	121725	0.14417376671856716
p722	spaS240	spaS92	581	6091	114897	69254	0.034207570481860045
p722	spaS241	spaS85	126	35645	83920	121725	0.2096764705882353
p722	spaS241	spaS92	98	33593	83920	69254	0.28092255458643095
p722	spaS85	spaS92	28	32884	121725	69254	0.20800151807457543
p728	spaS111	spaS117	14	49081	67314	72099	0.543340123101448
p728	spaS111	spaS121	21	58627	67314	89319	0.5981980695059487
p728	spaS111	spaS128	56	39639	67314	58764	0.4585777253323153
p728	spaS111	spaS137	70	57246	67314	86798	0.5909813556872381
p728	spaS111	spaS146	98	57900	67314	119002	0.45087839521554945
p728	spaS111	spaS160	126	50519	67314	101380	0.4274931246033425
p728	spaS111	spaS162	140	36306	67314	73141	0.3485967220040519
p728	spaS111	spaS165	154	34857	67314	83559	0.3004499379395945
p728	spaS111	spaS187	203	35605	67314	93969	0.2833033625614666
p728	spaS111	spaS193	224	27913	67314	102001	0.1974017340631674
p728	spaS111	spaS196	238	40255	67314	131666	0.2536147424791306
p728	spaS111	spaS198	273	28538	67314	96988	0.2102029993223535
p728	spaS117	spaS121	7	61781	72099	89319	0.6200608207794294
p728	spaS117	spaS128	42	32374	72099	58764	0.32870675913046127
p728	spaS117	spaS137	56	54964	72099	86798	0.528840695448029
p728	spaS117	spaS146	84	60970	72099	119002	0.46852786807140495
p728	spaS117	spaS160	112	53240	72099	101380	0.44278478696595946
p728	spaS117	spaS162	126	43311	72099	73141	0.4249134201257738
p728	spaS117	spaS165	140	44775	72099	83559	0.40380400963177404
p728	spaS117	spaS187	189	49340	72099	93969	0.42269207045438967
p728	spaS117	spaS193	210	26795	72099	102001	0.1819014968941991
p728	spaS117	spaS196	224	46894	72099	131666	0.2989335186235824
p728	spaS117	spaS198	259	28387	72099	96988	0.2017555081734186
p728	spaS121	spaS128	35	42908	89319	58764	0.4079676729260756
p728	spaS121	spaS137	49	66673	89319	86798	0.60919739775593
p728	spaS121	spaS146	77	73750	89319	119002	0.5480378387616945
p728	spaS121	spaS160	105	63894	89319	101380	0.503876030124995
p728	spaS121	spaS162	119	47055	89319	73141	0.40773796629262166
p728	spaS121	spaS165	133	49189	89319	83559	0.3976828982367066
p728	spaS121	spaS187	182	49195	89319	93969	0.3668722453819364
p728	spaS121	spaS193	203	33668	89319	102001	0.21355897800218201
p728	spaS121	spaS196	217	52782	89319	131666	0.3137993971570067
p728	spaS121	spaS198	252	34799	89319	96988	0.22968424109617974
p728	spaS128	spaS137	14	50411	58764	86798	0.5298000021019222
p728	spaS128	spaS146	42	49620	58764	119002	0.38721458336584835
p728	spaS128	spaS160	70	45130	58764	101380	0.39238701375484725
p728	spaS128	spaS162	84	28432	58764	73141	0.27477699496487007
p728	spaS128	spaS165	98	28371	58764	83559	0.24897325189553496
p728	spaS128	spaS187	147	28992	58764	93969	0.23429582757533882
p728	spaS128	spaS193	168	28088	58764	102001	0.21170210360499558
p728	spaS128	spaS196	182	32473	58764	131666	0.20558126578752445
p728	spaS128	spaS198	217	21655	58764	96988	0.16148757988620177
p728	spaS137	spaS146	28	74077	86798	119002	0.5623695178518557
p728	spaS137	spaS160	56	68244	86798	101380	0.5690129571264195
p728	spaS137	spaS162	70	45980	86798	73141	0.4034784440017901
p728	spaS137	spaS165	84	47261	86798	83559	0.38393611490219015
p728	spaS137	spaS187	133	49014	86798	93969	0.3720142994846417
p728	spaS137	spaS193	154	33832	86798	102001	0.21831744823091367
p728	spaS137	spaS196	168	52370	86798	131666	0.315303382422002
p728	spaS137	spaS198	203	38865	86798	96988	0.268180594944832
p728	spaS146	spaS160	28	85087	119002	101380	0.6288998115229684
p728	spaS146	spaS162	42	55249	119002	73141	0.4035896386985551
p728	spaS146	spaS165	56	55998	119002	83559	0.38207460273056637
p728	spaS146	spaS187	105	59920	119002	93969	0.3915034857661825
p728	spaS146	spaS193	126	40359	119002	102001	0.22341732911140144
p728	spaS146	spaS196	140	67869	119002	131666	0.37127664812170746
p728	spaS146	spaS198	175	40376	119002	96988	0.2299133326500165
p728	spaS160	spaS162	14	44094	101380	73141	0.33807417175891497
p728	spaS160	spaS165	28	49071	101380	83559	0.3611667206406218
p728	spaS160	spaS187	77	54122	101380	93969	0.3832270033350563
p728	spaS160	spaS193	98	37381	101380	102001	0.2251867469879518
p728	spaS160	spaS196	112	64734	101380	131666	0.3846071581348923
p728	spaS160	spaS198	147	41482	101380	96988	0.26440855143225017
p728	spaS162	spaS165	14	60098	73141	83559	0.6221196248524875
p728	spaS162	spaS187	63	54058	73141	93969	0.4781693380037505
p728	spaS162	spaS193	84	27918	73141	102001	0.18962940824865512
p728	spaS162	spaS196	98	53517	73141	131666	0.35373785445171524
p728	spaS162	spaS198	133	34082	73141	96988	0.25051636566774715
p728	spaS165	spaS187	49	61421	83559	93969	0.5290034192598206
p728	spaS165	spaS193	70	32122	83559	102001	0.2093484013086719
p728	spaS165	spaS196	84	60250	83559	131666	0.3887723826423617
p728	spaS165	spaS198	119	42759	83559	96988	0.31032455656515806
p728	spaS187	spaS193	21	38019	93969	102001	0.24070123012833095
p728	spaS187	spaS196	35	78853	93969	131666	0.5372116472046982
p728	spaS187	spaS198	70	51842	93969	96988	0.3726557164935485
p728	spaS193	spaS196	14	41869	102001	131666	0.21829737536366386
p728	spaS193	spaS198	49	36659	102001	96988	0.22583009918068134
p728	spaS196	spaS198	35	70191	131666	96988	0.4429488271710115
p729	spaS106	spaS122	42	26692	37999	116890	0.2082108005647558
p729	spaS106	spaS129	77	21214	37999	52514	0.3061227434739318
p729	spaS106	spaS133	84	15067	37999	88074	0.13573140190620328
p729	spaS106	spaS138	91	21688	37999	110980	0.17038125240590457
p729	spaS106	spaS148	126	22914	37999	114371	0.17700222469410457
p729	spaS106	spaS180	203	16136	37999	124744	0.11006295743040918
p729	spaS106	spaS183	210	18675	37999	138311	0.11846988295746504
p729	spaS106	spaS216	560	7795	37999	178193	0.03740456916366358
p729	spaS106	spaS221	574	9361	37999	186391	0.043533662901283084
p729	spaS106	spaS247	133	16062	37999	22542	0.36111423368331125
p729	spaS122	spaS129	35	39344	116890	52514	0.30250653544517914
p729	spaS122	spaS133	42	73318	116890	88074	0.5569329869498504
p729	spaS122	spaS138	49	74542	116890	110980	0.4861603881874152
p729	spaS122	spaS148	84	76679	116890	114371	0.4960409362021451
p729	spaS122	spaS180	161	74948	116890	124744	0.4496358422422999
p729	spaS122	spaS183	168	66698	116890	138311	0.35382991252128615
p729	spaS122	spaS216	518	60166	116890	178193	0.25611598990281675
p729	spaS122	spaS221	532	59722	116890	186391	0.24520547382769678
p729	spaS122	spaS247	175	15163	116890	22542	0.12201755868317923
p729	spaS129	spaS133	7	32733	52514	88074	0.3034907978304205
p729	spaS129	spaS138	14	43209	52514	110980	0.359221848110737
p729	spaS129	spaS148	49	44516	52514	114371	0.36378494553359103
p729	spaS129	spaS180	126	35266	52514	124744	0.24836610513268353
p729	spaS129	spaS183	133	36172	52514	138311	0.2338913567793706
p729	spaS129	spaS216	483	23673	52514	178193	0.11434353777640388
p729	spaS129	spaS221	497	26773	52514	186391	0.12620915279165804
p729	spaS129	spaS247	210	10519	52514	22542	0.16299177216170568
p729	spaS133	spaS138	7	66487	88074	110980	0.5015350728310968
p729	spaS133	spaS148	42	68333	88074	114371	0.5095218921498449
p729	spaS133	spaS180	119	68295	88074	124744	0.4725545414916657
p729	spaS133	spaS183	126	59784	88074	138311	0.3588453850817222
p729	spaS133	spaS216	476	55608	88074	178193	0.26397163187900824
p729	spaS133	spaS221	490	54499	88074	186391	0.24776101761181274
p729	spaS133	spaS247	217	10393	88074	22542	0.10369875178352274
p729	spaS138	spaS148	35	75142	110980	114371	0.5002496521513358
p729	spaS138	spaS180	112	71616	110980	124744	0.4363955443975918
p729	spaS138	spaS183	119	75507	110980	138311	0.43448763982875294
p729	spaS138	spaS216	469	53860	110980	178193	0.2288866318477942
p729	spaS138	spaS221	483	55156	110980	186391	0.22771504654955307
p729	spaS138	spaS247	224	15001	110980	22542	0.12656828747648097
p729	spaS148	spaS180	77	74493	114371	124744	0.452509385136859
p729	spaS148	spaS183	84	71747	114371	138311	0.39653466714566005
p729	spaS148	spaS216	434	55023	114371	178193	0.23163580181947538
p729	spaS148	spaS221	448	56418	114371	186391	0.23089578626853943
p729	spaS148	spaS247	259	11935	114371	22542	0.09549680743810911
p729	spaS180	spaS183	7	99929	124744	138311	0.6125878155536211
p729	spaS180	spaS216	357	77874	124744	178193	0.3460097839271671
p729	spaS180	spaS221	371	80405	124744	186391	0.34848090842109825
p729	spaS180	spaS247	336	8946	124744	22542	0.06466676304756397
p729	spaS183	spaS216	350	75781	138311	178193	0.3148058141515352
p729	spaS183	spaS221	364	79452	138311	186391	0.32396330275229357
p729	spaS183	spaS247	343	7438	138311	22542	0.04848287325228954
p729	spaS216	spaS221	14	134434	178193	186391	0.5841147077992613
p729	spaS216	spaS247	693	4522	178193	22542	0.023046383267163746
p729	spaS221	spaS247	707	5986	186391	22542	0.029495385494735078
p789	spaS286	spaS287	35	164824	257837	270217	0.45377309142967265
p789	spaS286	spaS294	126	166761	257837	292362	0.43490994632769836
p789	spaS286	spaS295	140	177763	257837	315306	0.4496003844402853
p789	spaS286	spaS296	154	177968	257837	342440	0.42141654570468545
p789	spaS286	spaS297	175	175434	257837	319649	0.4363465422383174
p789	spaS286	spaS300	7	126733	257837	201413	0.38113239323102277
p789	spaS287	spaS294	91	181303	270217	292362	0.4755164237979836
p789	spaS287	spaS295	105	185597	270217	315306	0.46407835449558166
p789	spaS287	spaS296	119	185513	270217	342440	0.43431020920345365
p789	spaS287	spaS297	140	187611	270217	319649	0.46639818025879104
p789	spaS287	spaS300	42	116260	270217	201413	0.3271519824408363
p789	spaS294	spaS295	14	237780	292362	315306	0.6428432390345186
p789	spaS294	spaS296	28	217574	292362	342440	0.5214750687873297
p789	spaS294	spaS297	49	216132	292362	319649	0.5459546982790195
p789	spaS294	spaS300	133	115749	292362	201413	0.30619322480464306
p789	spaS295	spaS296	14	245581	315306	342440	0.5958317664042313
p789	spaS295	spaS297	35	243105	315306	319649	0.6204032155161414
p789	spaS295	spaS300	147	119711	315306	201413	0.3015329665900939
p789	spaS296	spaS297	21	254464	342440	319649	0.6242600429316161
p789	spaS296	spaS300	161	117196	342440	201413	0.27468434831726657
p789	spaS297	spaS300	182	118027	319649	201413	0.2928455345069287
p813	spaS11	spaS113	427	20533	56422	185970	0.09254977260332013
p813	spaS11	spaS134	483	20845	56422	121532	0.13267858620448225
p813	spaS11	spaS153	532	22144	56422	163638	0.11188585056286506
p813	spaS11	spaS169	588	22354	56422	206600	0.09288314192165141
p813	spaS11	spaS174	595	18305	56422	190038	0.08023054502421599
p813	spaS11	spaS18	21	35927	56422	119624	0.2564034856086612
p813	spaS11	spaS188	623	21187	56422	179303	0.09875639746804762
p813	spaS11	spaS194	644	15994	56422	241154	0.05680050571414366
p813	spaS11	spaS224	54	24286	56422	70152	0.23742765524792742
p813	spaS11	spaS227	49	33164	56422	75591	0.33550162368865644
p813	spaS11	spaS235	35	30034	56422	65985	0.32513829798750715
p813	spaS11	spaS24	42	30595	56422	95905	0.25133079223211646
p813	spaS11	spaS248	259	23587	56422	137008	0.13887531426081734
p813	spaS11	spaS249	245	27180	56422	127659	0.17323025347193452
p813	spaS11	spaS27	49	31188	56422	96209	0.2568118376522319
p813	spaS11	spaS34	56	29049	56422	138880	0.17472767408708414
p813	spaS11	spaS4	385	18936	56422	90091	0.14842800818329321
p813	spaS11	spaS42	70	29258	56422	117522	0.20221721521087044
p813	spaS11	spaS48	105	35393	56422	144749	0.21349636260541205
p813	spaS11	spaS54	112	26997	56422	109632	0.19414340881796674
p813	spaS11	spaS57	119	26207	56422	86145	0.2252234444826401
p813	spaS11	spaS59	133	38525	56422	150030	0.22941516254086597
p813	spaS11	spaS61	140	34970	56422	167694	0.18488363486407325
p813	spaS11	spaS63	154	34319	56422	116138	0.2482548592675111
p813	spaS11	spaS68	161	24499	56422	154591	0.13135207008589167
p813	spaS11	spaS69	168	27423	56422	157880	0.14674200953558184
p813	spaS11	spaS71	182	34412	56422	165307	0.18370996759503944
p813	spaS11	spaS72	189	29186	56422	119675	0.19866449755294022
p813	spaS11	spaS73	196	26406	56422	181079	0.12509059901939884
p813	spaS11	spaS75	203	28511	56422	94987	0.23198912919656953
p813	spaS11	spaS79	231	24243	56422	168410	0.12085907003873592
p813	spaS11	spaS88	357	21537	56422	190889	0.09539185202902017
p813	spaS11	spaS89	364	21047	56422	197483	0.09038555686298087
p813	spaS11	spaS9	7	35389	56422	65398	0.4094479989818468
p813	spaS113	spaS134	56	80622	185970	121532	0.3553508462623413
p813	spaS113	spaS153	105	108611	185970	163638	0.45067365983808927
p813	spaS113	spaS169	161	122481	185970	206600	0.45348385161928106
p813	spaS113	spaS174	168	122983	185970	190038	0.4860507854955044
p813	spaS113	spaS18	406	52457	185970	119624	0.2072277067358782
p813	spaS113	spaS188	196	112370	185970	179303	0.44432054977600105
p813	spaS113	spaS194	217	123989	185970	241154	0.40902238276675407
p813	spaS113	spaS224	481	24271	185970	70152	0.10468361145735838
p813	spaS113	spaS227	476	29270	185970	75591	0.1260057427967506
p813	spaS113	spaS235	462	23291	185970	65985	0.10185687296644859
p813	spaS113	spaS24	385	53983	185970	95905	0.23687975005704456
p813	spaS113	spaS248	168	95902	185970	137008	0.4223343726329511
p813	spaS113	spaS249	182	73619	185970	127659	0.3067330527894671
p813	spaS113	spaS27	378	61119	185970	96209	0.2764814982357731
p813	spaS113	spaS34	371	83739	185970	138880	0.3473047683432112
p813	spaS113	spaS4	42	68821	185970	90091	0.33208357459949817
p813	spaS113	spaS42	357	74300	185970	117522	0.3241823449335055
p813	spaS113	spaS48	322	83958	185970	144749	0.3402401514015586
p813	spaS113	spaS54	315	70460	185970	109632	0.3129580442565137
p813	spaS113	spaS57	308	53459	185970	86145	0.24448906044197277
p813	spaS113	spaS59	294	82711	185970	150030	0.32654793536237264
p813	spaS113	spaS61	287	108165	185970	167694	0.44059242603839527
p813	spaS113	spaS63	273	68744	185970	116138	0.2945784268353302
p813	spaS113	spaS68	266	112992	185970	154591	0.4965175397352012
p813	spaS113	spaS69	259	108229	185970	157880	0.45933511868636495
p813	spaS113	spaS71	245	105291	185970	165307	0.4280365549258901
p813	spaS113	spaS72	238	66213	185970	119675	0.27654198269237196
p813	spaS113	spaS73	231	115680	185970	181079	0.46019994510062895
p813	spaS113	spaS75	224	60848	185970	94987	0.2764448523231672
p813	spaS113	spaS79	196	115905	185970	168410	0.4860257888667575
p813	spaS113	spaS88	70	133936	185970	190889	0.5513516628725975
p813	spaS113	spaS89	63	143139	185970	197483	0.5956332132127133
p813	spaS113	spaS9	434	27721	185970	65398	0.1239497958836917
p813	spaS134	spaS153	49	86729	121532	163638	0.43705181892854805
p813	spaS134	spaS169	105	84392	121532	206600	0.3462377943710511
p813	spaS134	spaS174	112	77243	121532	190038	0.3296376431226449
p813	spaS134	spaS18	462	29932	121532	119624	0.14170738173692382
p813	spaS134	spaS188	140	77383	121532	179303	0.34630703685802766
p813	spaS134	spaS194	161	73688	121532	241154	0.25497754309718407
p813	spaS134	spaS224	537	12219	121532	70152	0.06808569916139637
p813	spaS134	spaS227	532	17718	121532	75591	0.09875978930353112
p813	spaS134	spaS235	518	14292	121532	65985	0.08250541203636888
p813	spaS134	spaS24	441	35504	121532	95905	0.1951487635558145
p813	spaS134	spaS248	224	67752	121532	137008	0.35511667400465435
p813	spaS134	spaS249	238	61094	121532	127659	0.3248005018687167
p813	spaS134	spaS27	434	40913	121532	96209	0.23137172845929377
p813	spaS134	spaS34	427	48455	121532	138880	0.22860768929547032
p813	spaS134	spaS4	98	65381	121532	90091	0.44707402798101775
p813	spaS134	spaS42	413	44446	121532	117522	0.22838732220669242
p813	spaS134	spaS48	378	58554	121532	144749	0.28187958233643196
p813	spaS134	spaS54	371	59843	121532	109632	0.349303354521629
p813	spaS134	spaS57	364	51800	121532	86145	0.3323132983057154
p813	spaS134	spaS59	350	65631	121532	150030	0.3187038376932079
p813	spaS134	spaS61	343	61240	121532	167694	0.26861298500785136
p813	spaS134	spaS63	329	60199	121532	116138	0.33920471513655753
p813	spaS134	spaS68	322	63524	121532	154591	0.29879726621479874
p813	spaS134	spaS69	315	66158	121532	157880	0.31023099215020583
p813	spaS134	spaS71	301	69989	121532	165307	0.32275305510721697
p813	spaS134	spaS72	294	67291	121532	119675	0.3869166724165689
p813	spaS134	spaS73	287	68520	121532	181079	0.2927066824440068
p813	spaS134	spaS75	280	58820	121532	94987	0.372989048757443
p813	spaS134	spaS79	252	69122	121532	168410	0.31302418259215653
p813	spaS134	spaS88	126	77991	121532	190889	0.33268353026489783
p813	spaS134	spaS89	119	74892	121532	197483	0.3067797790458089
p813	spaS134	spaS9	490	17580	121532	65398	0.10380868024800709
p813	spaS153	spaS169	56	121340	163638	206600	0.4875089394048968
p813	spaS153	spaS174	63	109106	163638	190038	0.4461135871120743
