participant	group_i	group_j	days_between	shared_clusters	n_clusters_i	n_clusters_j	jaccard
p431	spaS78	spaS83	105	1361	30640	21909	0.026588262874111118
p431	spaS78	spaS96	147	1086	30640	18113	0.022783057461136635
p431	spaS81	spaS83	7	1367	25419	21909	0.029742607863188355
p431	spaS81	spaS96	49	1222	25419	18113	0.028882060978492084
p431	spaS83	spaS96	42	1806	21909	18113	0.04725769311283232
p470	spaS120	spaS13	434	449	10330	14534	0.01839033381118165
p470	spaS120	spaS14	427	594	10330	23118	0.01807999025993791
p470	spaS120	spaS143	77	1392	10330	16492	0.05473849783720016
p470	spaS120	spaS151	91	774	10330	12120	0.035707695146706034
p470	spaS120	spaS17	420	611	10330	17877	0.02214088998405566
p470	spaS120	spaS21	406	500	10330	15790	0.0195160031225605
p470	spaS120	spaS230	483	544	10330	16337	0.02082456073192206
p470	spaS120	spaS234	476	504	10330	17604	0.018374043018592783
p470	spaS120	spaS38	371	355	10330	18191	0.012603848611801463
p470	spaS120	spaS45	364	480	10330	19144	0.016555149341243015
p470	spaS120	spaS56	322	213	10330	9845	0.010670273519687407
p470	spaS120	spaS60	301	291	10330	11105	0.013762769580022701
p470	spaS120	spaS64	287	314	10330	9140	0.016391731050323658
p470	spaS120	spaS8	448	271	10330	17640	0.009783746705657244
p470	spaS13	spaS14	7	1247	14534	23118	0.034253536602115095
p470	spaS13	spaS143	511	488	14534	16492	0.015980090379199684
p470	spaS13	spaS151	525	310	14534	12120	0.011767385362890981
p470	spaS13	spaS17	14	1039	14534	17877	0.033118704577330106
p470	spaS13	spaS21	28	609	14534	15790	0.02049469964664311
p470	spaS13	spaS230	49	994	14534	16337	0.03326973926431703
p470	spaS13	spaS234	42	844	14534	17604	0.026970026203106026
p470	spaS13	spaS38	63	627	14534	18191	0.019533927347498287
p470	spaS13	spaS45	70	559	14534	19144	0.016878528941091216
p470	spaS13	spaS56	112	273	14534	9845	0.011324981332448353
p470	spaS13	spaS60	133	520	14534	11105	0.020701461045423784
p470	spaS13	spaS64	147	516	14534	9140	0.022281716901286813
p470	spaS13	spaS8	14	627	14534	17640	0.019875106983231368
p470	spaS14	spaS143	504	534	23118	16492	0.013665677141979731
p470	spaS14	spaS151	518	299	23118	12120	0.008557772117118407
p470	spaS14	spaS17	7	1914	23118	17877	0.04897520534274968
p470	spaS14	spaS21	21	1358	23118	15790	0.036165113182423436
p470	spaS14	spaS230	56	1274	23118	16337	0.033367381681988426
p470	spaS14	spaS234	49	1178	23118	17604	0.0297896014566053
p470	spaS14	spaS38	56	1420	23118	18191	0.03559878663290632
p470	spaS14	spaS45	63	1238	23118	19144	0.03017745709828393
p470	spaS14	spaS56	105	361	23118	9845	0.011072940310410404
p470	spaS14	spaS60	126	851	23118	11105	0.025500419513364497
p470	spaS14	spaS64	140	586	23118	9140	0.018502147006819902
p470	spaS14	spaS8	21	1110	23118	17640	0.02799636803874092
p470	spaS143	spaS151	14	2007	16492	12120	0.07543694794211614
p470	spaS143	spaS17	497	376	16492	17877	0.01106110081487365
p470	spaS143	spaS21	483	450	16492	15790	0.014136717768283489
p470	spaS143	spaS230	560	485	16492	16337	0.01499505317833292
p470	spaS143	spaS234	553	514	16492	17604	0.015305818593294027
p470	spaS143	spaS38	448	338	16492	18191	0.009841316057650313
p470	spaS143	spaS45	441	449	16492	19144	0.012760394463864495
p470	spaS143	spaS56	399	220	16492	9845	0.008423632117011907
p470	spaS143	spaS60	378	335	16492	11105	0.012288166678893698
p470	spaS143	spaS64	364	296	16492	9140	0.011682980738869593
p470	spaS143	spaS8	525	406	16492	17640	0.012038190120381901
p470	spaS151	spaS17	511	377	12120	17877	0.012727886563133018
p470	spaS151	spaS21	497	382	12120	15790	0.013876780005812264
p470	spaS151	spaS230	574	381	12120	16337	0.013570309160849123
p470	spaS151	spaS234	567	334	12120	17604	0.011364409663150731
p470	spaS151	spaS38	462	375	12120	18191	0.01252672367717798
p470	spaS151	spaS45	455	534	12120	19144	0.017377155873739017
p470	spaS151	spaS56	413	274	12120	9845	0.012631967175326173
p470	spaS151	spaS60	392	316	12120	11105	0.013793705530577502
p470	spaS151	spaS64	378	322	12120	9140	0.01537873722418569
p470	spaS151	spaS8	539	335	12120	17640	0.011384876805437554
p470	spaS17	spaS21	14	1568	17877	15790	0.048848873796691485
p470	spaS17	spaS230	63	1195	17877	16337	0.03619128380629335
p470	spaS17	spaS234	56	1347	17877	17604	0.03946211988047108
p470	spaS17	spaS38	49	1605	17877	18191	0.04657168557583495
p470	spaS17	spaS45	56	1286	17877	19144	0.03598712746606968
p470	spaS17	spaS56	98	291	17877	9845	0.010608435711421385
p470	spaS17	spaS60	119	697	17877	11105	0.024642036415060985
p470	spaS17	spaS64	133	606	17877	9140	0.022944985044110407
p470	spaS17	spaS8	28	1233	17877	17640	0.03596429821491075
p470	spaS21	spaS230	77	921	15790	16337	0.02951355508556047
p470	spaS21	spaS234	70	969	15790	17604	0.029884348496530454
p470	spaS21	spaS38	35	1779	15790	18191	0.05524501583752562
p470	spaS21	spaS45	42	1540	15790	19144	0.046116068754866145
p470	spaS21	spaS56	84	271	15790	9845	0.010684434631761552
p470	spaS21	spaS60	105	698	15790	11105	0.02664427224491354
p470	spaS21	spaS64	119	451	15790	9140	0.018423955226929203
p470	spaS21	spaS8	42	993	15790	17640	0.0306131886425995
p470	spaS230	spaS234	7	2045	16337	17604	0.0641146225232004
p470	spaS230	spaS38	112	1049	16337	18191	0.031333074464589744
p470	spaS230	spaS45	119	577	16337	19144	0.016531056612422646
p470	spaS230	spaS56	161	226	16337	9845	0.008707042687625212
p470	spaS230	spaS60	182	695	16337	11105	0.02598422252962949
p470	spaS230	spaS64	196	613	16337	9140	0.024654118404118405
p470	spaS230	spaS8	35	1114	16337	17640	0.03389830508474576
p470	spaS234	spaS38	105	1214	17604	18191	0.03510598305427836
p470	spaS234	spaS45	112	796	17604	19144	0.022140631953716065
p470	spaS234	spaS56	154	216	17604	9845	0.00793155362978739
p470	spaS234	spaS60	175	531	17604	11105	0.018844488608134004
p470	spaS234	spaS64	189	456	17604	9140	0.017346317711503346
p470	spaS234	spaS8	28	1120	17604	17640	0.032821474621966946
p470	spaS38	spaS45	7	1848	18191	19144	0.052075407895849184
p470	spaS38	spaS56	49	507	18191	9845	0.018416942133749864
p470	spaS38	spaS60	70	979	18191	11105	0.03457287141999506
p470	spaS38	spaS64	84	711	18191	9140	0.02670924117205109
p470	spaS38	spaS8	77	880	18191	17640	0.025178106491945868
p470	spaS45	spaS56	42	296	19144	9845	0.010316104973338444
p470	spaS45	spaS60	63	807	19144	11105	0.027409822702262075
p470	spaS45	spaS64	77	572	19144	9140	0.020640877598152425
p470	spaS45	spaS8	84	1104	19144	17640	0.03094170403587444
p470	spaS56	spaS60	21	738	9845	11105	0.03651296259647734
p470	spaS56	spaS64	35	461	9845	9140	0.024886633556467287
p470	spaS56	spaS8	126	212	9845	17640	0.007773255600777325
p470	spaS60	spaS64	14	1322	11105	9140	0.06986207261005126
p470	spaS60	spaS8	147	518	11105	17640	0.018351224005384914
p470	spaS64	spaS8	161	446	9140	17640	0.016936280094174833
p523	spaS231	spaS237	14	3481	42925	36510	0.04583037101403481
p523	spaS231	spaS239	21	2662	42925	28548	0.038685675255409745
p523	spaS231	spaS245	224	1575	42925	19662	0.02581459385039009
p523	spaS231	spaS32	98	4072	42925	41678	0.05056437893482013
p523	spaS231	spaS5	301	2984	42925	38491	0.038045695634434926
p523	spaS231	spaS50	147	2762	42925	35540	0.036484683566040975
p523	spaS231	spaS52	154	3605	42925	43222	0.0436747352862785
p523	spaS231	spaS67	203	1834	42925	27836	0.02660786049008371
p523	spaS237	spaS239	7	3133	36510	28548	0.05059345983044005
p523	spaS237	spaS245	210	1429	36510	19662	0.026103794092395376
p523	spaS237	spaS32	84	2943	36510	41678	0.039112233370988105
p523	spaS237	spaS5	287	2105	36510	38491	0.028876755926251097
p523	spaS237	spaS50	133	2312	36510	35540	0.03315265708795778
p523	spaS237	spaS52	140	2961	36510	43222	0.03856925141003764
p523	spaS237	spaS67	189	1756	36510	27836	0.028055599936092027
p523	spaS239	spaS245	203	1399	28548	19662	0.029886137873576725
p523	spaS239	spaS32	77	2121	28548	41678	0.03114308787901035
p523	spaS239	spaS5	280	1836	28548	38491	0.028158213579129794
p523	spaS239	spaS50	126	2111	28548	35540	0.034061022637430015
p523	spaS239	spaS52	133	2340	28548	43222	0.03370301022612703
p523	spaS239	spaS67	182	1830	28548	27836	0.033544744656670455
p523	spaS245	spaS32	126	1667	19662	41678	0.027935582256631977
p523	spaS245	spaS5	77	2007	19662	38491	0.03574609054963844
p523	spaS245	spaS50	77	2190	19662	35540	0.0413114011921829
p523	spaS245	spaS52	70	2260	19662	43222	0.03727896542623384
p523	spaS245	spaS67	21	2515	19662	27836	0.05591001044839161
p523	spaS32	spaS5	203	2960	41678	38491	0.038337499514305325
p523	spaS32	spaS50	49	2414	41678	35540	0.032271001550719214
p523	spaS32	spaS52	56	3345	41678	43222	0.0410152657715652
p523	spaS32	spaS67	105	1684	41678	27836	0.024826772814388914
p523	spaS5	spaS50	154	2508	38491	35540	0.03506564321966361
p523	spaS5	spaS52	147	3590	38491	43222	0.045953176401315875
p523	spaS5	spaS67	98	2295	38491	27836	0.03584145427286357
p523	spaS50	spaS52	7	3745	35540	43222	0.04992201767599344
p523	spaS50	spaS67	56	3156	35540	27836	0.0524078379275988
p523	spaS52	spaS67	49	2949	43222	27836	0.04329824252301458
p550	spaS254	spaS255	7	1313	26240	11967	0.03558844256518675
p550	spaS254	spaS256	14	2955	26240	19722	0.06870974492524473
p550	spaS254	spaS33	91	951	26240	12446	0.025202067046508545
p550	spaS254	spaS47	140	560	26240	14652	0.013884756520876724
p550	spaS254	spaS53	147	1444	26240	25688	0.028603121781158387
p550	spaS254	spaS58	154	1631	26240	25670	0.03243899043338173
p550	spaS255	spaS256	7	1639	11967	19722	0.05454242928452579
p550	spaS255	spaS33	84	816	11967	12446	0.034580667033944995
p550	spaS255	spaS47	133	449	11967	14652	0.01715705005731754
p550	spaS255	spaS53	140	773	11967	25688	0.02095873325741554
p550	spaS255	spaS58	147	764	11967	25670	0.02071976785181569
p550	spaS256	spaS33	77	889	19722	12446	0.028421624732248473
p550	spaS256	spaS47	126	686	19722	14652	0.020363334124910946
p550	spaS256	spaS53	133	1308	19722	25688	0.02965851888803229
p550	spaS256	spaS58	140	1293	19722	25670	0.02932039275267013
p550	spaS33	spaS47	49	867	12446	14652	0.03305249513933895
p550	spaS33	spaS53	56	1651	12446	25688	0.045253953896335276
p550	spaS33	spaS58	63	1763	12446	25670	0.04849668528044453
p550	spaS47	spaS53	7	2415	14652	25688	0.06367831245880026
p550	spaS47	spaS58	14	1545	14652	25670	0.039843206024189594
p550	spaS53	spaS58	7	2542	25688	25670	0.05207309078990495
p584	spaS264	spaS265	7	539	18328	6541	0.022153719687628443
p584	spaS264	spaS266	28	2749	18328	23737	0.06992064299521823
p584	spaS264	spaS275	70	2043	18328	25100	0.0493657122145705
p584	spaS264	spaS276	77	1592	18328	19262	0.0442246791488416
p584	spaS264	spaS277	105	1810	18328	23462	0.04527263631815908
p584	spaS265	spaS266	21	487	6541	23737	0.01634721895874593
p584	spaS265	spaS275	63	628	6541	25100	0.020249572759810403
p584	spaS265	spaS276	70	485	6541	19262	0.01915633146378071
p584	spaS265	spaS277	98	403	6541	23462	0.013614864864864865
p584	spaS266	spaS275	42	2533	23737	25100	0.054703697304768484
p584	spaS266	spaS276	49	2272	23737	19262	0.05578608785326687
p584	spaS266	spaS277	77	2362	23737	23462	0.052679706492405824
p584	spaS275	spaS276	7	3286	25100	19262	0.07999805239069042
p584	spaS275	spaS277	35	2779	25100	23462	0.06069938623506542
p584	spaS276	spaS277	28	3005	19262	23462	0.07565648681990987
p601	spaS108	spaS116	28	1054	16237	13542	0.03669277632724108
p601	spaS108	spaS124	42	1473	16237	16883	0.04654469617973268
p601	spaS108	spaS131	77	957	16237	15233	0.031363681053976994
p601	spaS108	spaS140	105	1325	16237	25337	0.032920072548386296
p601	spaS108	spaS144	112	911	16237	21391	0.024811395266497806
p601	spaS108	spaS159	140	793	16237	16876	0.024535891089108912
p601	spaS108	spaS161	154	1195	16237	23929	0.030663826948243565
p601	spaS108	spaS164	168	712	16237	19159	0.020528197439741668
p601	spaS108	spaS168	182	770	16237	22346	0.020363367095972286
p601	spaS108	spaS178	196	749	16237	26210	0.017962492205861193
p601	spaS108	spaS219	560	244	16237	22884	0.006276204439642976
p601	spaS108	spaS6	91	1096	16237	22957	0.028767914326211348
p601	spaS116	spaS124	14	1104	13542	16883	0.03765219467276014
p601	spaS116	spaS131	49	897	13542	15233	0.03217590931917641
p601	spaS116	spaS140	77	1166	13542	25337	0.03091772067987166
p601	spaS116	spaS144	84	892	13542	21391	0.026203695543609178
p601	spaS116	spaS159	112	736	13542	16876	0.0247961727646385
p601	spaS116	spaS161	126	838	13542	23929	0.022875549368056126
p601	spaS116	spaS164	140	487	13542	19159	0.01511765071087105
p601	spaS116	spaS168	154	470	13542	22346	0.013270088655485911
p601	spaS116	spaS178	168	481	13542	26210	0.012248223880216954
p601	spaS116	spaS219	532	283	13542	22884	0.007830008577041197
p601	spaS116	spaS6	63	802	13542	22957	0.022466873967000027
p601	spaS124	spaS131	35	1078	16883	15233	0.03473161930536761
p601	spaS124	spaS140	63	1774	16883	25337	0.04386095040300648
p601	spaS124	spaS144	70	1163	16883	21391	0.03133841718088976
p601	spaS124	spaS159	98	1017	16883	16876	0.031061022539857066
p601	spaS124	spaS161	112	1032	16883	23929	0.02594268476621418
p601	spaS124	spaS164	126	734	16883	19159	0.020788489860654808
p601	spaS124	spaS168	140	1002	16883	22346	0.02621183979909488
p601	spaS124	spaS178	154	642	16883	26210	0.015123318649737344
p601	spaS124	spaS219	518	234	16883	22884	0.00591910555738244
p601	spaS124	spaS6	49	1745	16883	22957	0.04580653629085182
p601	spaS131	spaS140	28	1331	15233	25337	0.03392033436122225
p601	spaS131	spaS144	35	1072	15233	21391	0.030153015301530153
p601	spaS131	spaS159	63	924	15233	16876	0.02962962962962963
p601	spaS131	spaS161	77	1014	15233	23929	0.026580685750235922
p601	spaS131	spaS164	91	691	15233	19159	0.020503842615946115
p601	spaS131	spaS168	105	644	15233	22346	0.017436036279951266
p601	spaS131	spaS178	119	651	15233	26210	0.015959011570896253
p601	spaS131	spaS219	483	272	15233	22884	0.007187210992205047
p601	spaS131	spaS6	14	1465	15233	22957	0.039891082368958476
p601	spaS140	spaS144	7	2282	25337	21391	0.05134320298789542
p601	spaS140	spaS159	35	1505	25337	16876	0.0369706200255478
p601	spaS140	spaS161	49	1661	25337	23929	0.03489129293141477
p601	spaS140	spaS164	63	940	25337	19159	0.021581412434566995
p601	spaS140	spaS168	77	1239	25337	22346	0.026677288777883043
p601	spaS140	spaS178	91	1008	25337	26210	0.01994499297572172
p601	spaS140	spaS219	455	423	25337	22884	0.008849742667057198
p601	spaS140	spaS6	14	1795	25337	22957	0.03860298070926257
p601	spaS144	spaS159	28	1794	21391	16876	0.0491870698873139
p601	spaS144	spaS161	42	1683	21391	23929	0.03856818754726494
p601	spaS144	spaS164	56	1086	21391	19159	0.0275187512669775
p601	spaS144	spaS168	70	1268	21391	22346	0.02985707221738209
p601	spaS144	spaS178	84	965	21391	26210	0.020692169139720388
p601	spaS144	spaS219	448	423	21391	22884	0.009646082276749065
p601	spaS144	spaS6	21	1383	21391	22957	0.03218899103921797
p601	spaS159	spaS161	14	2358	16876	23929	0.06133118318724478
p601	spaS159	spaS164	28	1553	16876	19159	0.04503799083579839
p601	spaS159	spaS168	42	1462	16876	22346	0.03871822033898305
p601	spaS159	spaS178	56	1329	16876	26210	0.03182699906602486
p601	spaS159	spaS219	420	503	16876	22884	0.012813001502916678
p601	spaS159	spaS6	49	1121	16876	22957	0.028957429220913412
p601	spaS161	spaS164	14	1606	23929	19159	0.03871558748372788
p601	spaS161	spaS168	28	1720	23929	22346	0.038603972618112443
p601	spaS161	spaS178	42	1919	23929	26210	0.039796764827872255
p601	spaS161	spaS219	406	699	23929	22884	0.01515808648132888
p601	spaS161	spaS6	63	1185	23929	22957	0.025929410734994857
p601	spaS164	spaS168	14	2634	19159	22346	0.06776259936713745
p601	spaS164	spaS178	28	2890	19159	26210	0.06803361661056051
p601	spaS164	spaS219	392	1346	19159	22884	0.03307369093544979
p601	spaS164	spaS6	77	787	19159	22957	0.019042318952793437
p601	spaS168	spaS178	14	3366	22346	26210	0.07448550564284134
p601	spaS168	spaS219	378	1397	22346	22884	0.031870964798211394
p601	spaS168	spaS6	91	984	22346	22957	0.022202667027685644
p601	spaS178	spaS219	364	1648	26210	22884	0.03473422417063609
p601	spaS178	spaS6	105	856	26210	22957	0.01771853201134317
p601	spaS219	spaS6	469	271	22884	22957	0.005946894886987053
p644	spaS101	spaS105	14	976	8787	20859	0.03404255319148936
p644	spaS101	spaS112	42	959	8787	10176	0.053265940902021774
p644	spaS101	spaS145	133	587	8787	25786	0.017271817807332432
p644	spaS101	spaS152	147	713	8787	18010	0.02733476460665542
p644	spaS101	spaS173	210	689	8787	31045	0.01760212553968781
p644	spaS101	spaS179	217	660	8787	27770	0.018385937543527315
p644	spaS101	spaS182	224	477	8787	18669	0.017680418102968977
p644	spaS101	spaS246	70	721	8787	11395	0.03704845588613124
p644	spaS101	spaS80	63	801	8787	19756	0.0288731886670031
p644	spaS101	spaS84	49	716	8787	14694	0.031451790028552605
p644	spaS101	spaS86	42	695	8787	13742	0.03183108912704956
p644	spaS101	spaS87	28	851	8787	13691	0.039348961945716
p644	spaS101	spaS94	7	896	8787	15110	0.03895482805095431
p644	spaS105	spaS112	28	1066	20859	10176	0.035570089092061795
p644	spaS105	spaS145	119	941	20859	25786	0.020589007526693508
p644	spaS105	spaS152	133	870	20859	18010	0.022895339351035552
p644	spaS105	spaS173	196	819	20859	31045	0.016032103357149847
p644	spaS105	spaS179	203	801	20859	27770	0.01674751191770511
p644	spaS105	spaS182	210	822	20859	18669	0.021237017516664083
p644	spaS105	spaS246	84	972	20859	11395	0.0310721820855444
p644	spaS105	spaS80	77	1123	20859	19756	0.02843613896485364
p644	spaS105	spaS84	63	1161	20859	14694	0.03375785066294487
p644	spaS105	spaS86	56	877	20859	13742	0.02600521883525086
p644	spaS105	spaS87	42	1084	20859	13691	0.03239108348771888
p644	spaS105	spaS94	21	1177	20859	15110	0.03382961600367901
p644	spaS112	spaS145	91	715	10176	25786	0.020285414361505945
p644	spaS112	spaS152	105	702	10176	18010	0.02554213360500655
p644	spaS112	spaS173	168	706	10176	31045	0.017425644822905095
p644	spaS112	spaS179	175	870	10176	27770	0.023465314489157407
p644	spaS112	spaS182	182	641	10176	18669	0.022727272727272728
p644	spaS112	spaS246	112	668	10176	11395	0.031957135339424965
p644	spaS112	spaS80	105	852	10176	19756	0.029298486932599725
p644	spaS112	spaS84	91	751	10176	14694	0.03113727766491148
p644	spaS112	spaS86	84	915	10176	13742	0.03977742033647785
p644	spaS112	spaS87	70	1073	10176	13691	0.047073791348600506
p644	spaS112	spaS94	49	927	10176	15110	0.03805574941500062
p644	spaS145	spaS152	14	1900	25786	18010	0.045350391445484056
p644	spaS145	spaS173	77	1721	25786	31045	0.03122845218653602
p644	spaS145	spaS179	84	2214	25786	27770	0.043122589692649295
p644	spaS145	spaS182	91	1612	25786	18669	0.03762574983077749
p644	spaS145	spaS246	203	508	25786	11395	0.013852152809969187
p644	spaS145	spaS80	196	774	25786	19756	0.017289135096497498
p644	spaS145	spaS84	182	689	25786	14694	0.017315473348244577
p644	spaS145	spaS86	175	631	25786	13742	0.016222330771010617
p644	spaS145	spaS87	161	553	25786	13691	0.0142071729524201
p644	spaS145	spaS94	140	849	25786	15110	0.02120008989437411
p644	spaS152	spaS173	63	1695	18010	31045	0.03578969594594594
p644	spaS152	spaS179	70	1703	18010	27770	0.03863693082560065
p644	spaS152	spaS182	77	1162	18010	18669	0.03271672720105865
p644	spaS152	spaS246	217	515	18010	11395	0.017826237452405677
p644	spaS152	spaS80	210	742	18010	19756	0.02004105445116681
p644	spaS152	spaS84	196	753	18010	14694	0.02356733748552471
p644	spaS152	spaS86	189	666	18010	13742	0.021424435437174292
p644	spaS152	spaS87	175	578	18010	13691	0.018571474472255246
p644	spaS152	spaS94	154	836	18010	15110	0.02589518027505885
p644	spaS173	spaS179	7	2573	31045	27770	0.04574872870808293
p644	spaS173	spaS182	14	1591	31045	18669	0.033061114228123765
p644	spaS173	spaS246	280	492	31045	11395	0.01172880709449795
p644	spaS173	spaS80	273	775	31045	19756	0.015491944189021709
p644	spaS173	spaS84	259	775	31045	14694	0.01723601103104706
p644	spaS173	spaS86	252	537	31045	13742	0.012135593220338983
p644	spaS173	spaS87	238	583	31045	13691	0.013204085792584875
p644	spaS173	spaS94	217	791	31045	15110	0.01743673397407636
p644	spaS179	spaS182	7	2215	27770	18669	0.050085926193921854
p644	spaS179	spaS246	287	567	27770	11395	0.014689880304679
p644	spaS179	spaS80	280	828	27770	19756	0.017730952075035333
p644	spaS179	spaS84	266	759	27770	14694	0.01819925668385086
p644	spaS179	spaS86	259	711	27770	13742	0.017426043479326487
p644	spaS179	spaS87	245	616	27770	13691	0.015081405312767781
p644	spaS179	spaS94	224	734	27770	15110	0.017415650358278367
p644	spaS182	spaS246	294	497	18669	11395	0.016809280616903982
p644	spaS182	spaS80	287	625	18669	19756	0.016534391534391533
p644	spaS182	spaS84	273	626	18669	14694	0.019122094266426366
p644	spaS182	spaS86	266	563	18669	13742	0.017677719166038684
p644	spaS182	spaS87	252	563	18669	13691	0.017706072899959114
p644	spaS182	spaS94	231	652	18669	15110	0.019681830530986807
p644	spaS246	spaS80	7	1210	11395	19756	0.04041281186333122
p644	spaS246	spaS84	21	848	11395	14694	0.033596133275226814
p644	spaS246	spaS86	28	893	11395	13742	0.03683385579937304
p644	spaS246	spaS87	42	1043	11395	13691	0.04338060974088092
p644	spaS246	spaS94	63	881	11395	15110	0.034381829534811115
p644	spaS80	spaS84	14	1499	19756	14694	0.045491790840945644
p644	spaS80	spaS86	21	1134	19756	13742	0.035038932146829814
p644	spaS80	spaS87	35	1285	19756	13691	0.03995398296125863
p644	spaS80	spaS94	56	1268	19756	15110	0.03774034168700518
p644	spaS84	spaS86	7	1082	14694	13742	0.03955545806828983
p644	spaS84	spaS87	21	775	14694	13691	0.028069540021731256
p644	spaS84	spaS94	42	849	14694	15110	0.02932136073217061
p644	spaS86	spaS87	14	1267	13742	13691	0.04842161583734617
p644	spaS86	spaS94	35	1158	13742	15110	0.04181411135986134
p644	spaS87	spaS94	21	1409	13691	15110	0.0514383761682243
p654	spaS278	spaS279	7	2022	14547	19502	0.06313423049302151
p654	spaS278	spaS280	14	1979	14547	15646	0.07014248245551853
p654	spaS278	spaS281	35	2328	14547	18490	0.0758083949330815
p654	spaS278	spaS283	56	1290	14547	18728	0.04033140534625606
p654	spaS278	spaS284	77	1792	14547	19126	0.05620902732034754
p654	spaS278	spaS285	98	919	14547	22672	0.0253168044077135
p654	spaS279	spaS280	7	2642	19502	15646	0.08127730265181812
p654	spaS279	spaS281	28	1751	19502	18490	0.048315443834331284
p654	spaS279	spaS283	49	1576	19502	18728	0.04299667157745403
p654	spaS279	spaS284	70	1716	19502	19126	0.0464889466840052
p654	spaS279	spaS285	91	1377	19502	22672	0.033752481800132364
p654	spaS280	spaS281	21	2483	15646	18490	0.07844438125928033
p654	spaS280	spaS283	42	1641	15646	18728	0.05013289341031986
p654	spaS280	spaS284	63	2004	15646	19126	0.0611572265625
p654	spaS280	spaS285	84	1480	15646	22672	0.04017590531516369
p654	spaS281	spaS283	21	2407	18490	18728	0.06914481054838988
p654	spaS281	spaS284	42	2579	18490	19126	0.07360790021976768
p654	spaS281	spaS285	63	2056	18490	22672	0.05257505242162328
p654	spaS283	spaS284	21	2539	18728	19126	0.07189579498796546
p654	spaS283	spaS285	42	2158	18728	22672	0.05499210030069823
p654	spaS284	spaS285	21	2358	19126	22672	0.05978701825557809
p722	spaS132	spaS136	7	1391	12701	12777	0.0577489932328642
p722	spaS132	spaS147	42	1737	12701	12358	0.0744790326730126
p722	spaS132	spaS192	161	630	12701	23016	0.017955368085045744
p722	spaS132	spaS240	469	156	12701	30336	0.003637974860660899
p722	spaS132	spaS241	14	1976	12701	12235	0.08606271777003484
p722	spaS132	spaS85	140	476	12701	18278	0.015605022456807527
p722	spaS132	spaS92	112	509	12701	9016	0.024000377216144852
p722	spaS136	spaS147	35	1142	12777	12358	0.047597215854624265
p722	spaS136	spaS192	154	686	12777	23016	0.019540262625687185
p722	spaS136	spaS240	462	320	12777	30336	0.007477858528263969
p722	spaS136	spaS241	21	1249	12777	12235	0.052560703614863445
p722	spaS136	spaS85	147	502	12777	18278	0.016430465093444178
p722	spaS136	spaS92	119	539	12777	9016	0.025359932248047428
p722	spaS147	spaS192	119	816	12358	23016	0.023612477573933678
p722	spaS147	spaS240	427	178	12358	30336	0.004186659140088437
p722	spaS147	spaS241	56	1407	12358	12235	0.0606831708789787
p722	spaS147	spaS85	182	559	12358	18278	0.0185856302157795
p722	spaS147	spaS92	154	375	12358	9016	0.017857993237773227
p722	spaS192	spaS240	308	730	23016	30336	0.013872524799513512
p722	spaS192	spaS241	175	640	23016	12235	0.018491231111496344
p722	spaS192	spaS85	301	1197	23016	18278	0.02985260742698955
p722	spaS192	spaS92	273	383	23016	9016	0.012101488198679263
p722	spaS240	spaS241	483	133	30336	12235	0.0031339836938592772
p722	spaS240	spaS85	609	433	30336	18278	0.00898694506133123
p722	spaS240	spaS92	581	80	30336	9016	0.002037074760643716
p722	spaS241	spaS85	126	493	12235	18278	0.01642238507661559
p722	spaS241	spaS92	98	578	12235	9016	0.027959173801576937
p722	spaS85	spaS92	28	668	18278	9016	0.025088259595883722
p728	spaS111	spaS117	14	960	9619	9380	0.05321802760685182
p728	spaS111	spaS121	21	1080	9619	10043	0.05812076202776881
p728	spaS111	spaS128	56	660	9619	9973	0.03486160997253328
p728	spaS111	spaS137	70	1024	9619	13042	0.04732633914128576
p728	spaS111	spaS146	98	1014	9619	13584	0.045698318986885395
p728	spaS111	spaS160	126	661	9619	12895	0.03024756326362513
p728	spaS111	spaS162	140	631	9619	7885	0.03739702483257275
p728	spaS111	spaS165	154	711	9619	14779	0.030016464727487653
p728	spaS111	spaS187	203	481	9619	14978	0.019945264554652512
p728	spaS111	spaS193	224	420	9619	14564	0.01767453604342886
p728	spaS111	spaS196	238	600	9619	27066	0.016627407510045725
p728	spaS111	spaS198	273	376	9619	15240	0.015357595065964139
p728	spaS117	spaS121	7	833	9380	10043	0.04480903711672943
p728	spaS117	spaS128	42	567	9380	9973	0.030182050463110826
p728	spaS117	spaS137	56	983	9380	13042	0.045851019170670276
p728	spaS117	spaS146	84	857	9380	13584	0.03876600171891256
p728	spaS117	spaS160	112	625	9380	12895	0.028868360277136258
p728	spaS117	spaS162	126	522	9380	7885	0.03117720838559398
p728	spaS117	spaS165	140	748	9380	14779	0.03195079236256461
p728	spaS117	spaS187	189	637	9380	14978	0.02685384258673749
p728	spaS117	spaS193	210	274	9380	14564	0.011575834389522602
p728	spaS117	spaS196	224	459	9380	27066	0.012754605829883013
p728	spaS117	spaS198	259	264	9380	15240	0.010839218262440466
p728	spaS121	spaS128	35	711	10043	9973	0.03682983682983683
p728	spaS121	spaS137	49	1046	10043	13042	0.04746131857162303
p728	spaS121	spaS146	77	1219	10043	13584	0.054400214209211
p728	spaS121	spaS160	105	1093	10043	12895	0.05003433279926757
p728	spaS121	spaS162	119	846	10043	7885	0.04952581664910432
p728	spaS121	spaS165	133	867	10043	14779	0.03619286161552912
p728	spaS121	spaS187	182	657	10043	14978	0.026966015432605482
