participant	group_i	group_j	days_between	shared_clusters	n_clusters_i	n_clusters_j	jaccard
p728	spaS121	spaS193	203	412	10043	14564	0.017028311634635255
p728	spaS121	spaS196	217	742	10043	27066	0.020403112712074133
p728	spaS121	spaS198	252	435	10043	15240	0.017506439150032197
p728	spaS128	spaS137	14	1202	9973	13042	0.05510475404575253
p728	spaS128	spaS146	42	940	9973	13584	0.041561657160542956
p728	spaS128	spaS160	70	877	9973	12895	0.039879950889000045
p728	spaS128	spaS162	84	379	9973	7885	0.021683162652325647
p728	spaS128	spaS165	98	464	9973	14779	0.019104084321475624
p728	spaS128	spaS187	147	560	9973	14978	0.022959288262063875
p728	spaS128	spaS193	168	449	9973	14564	0.018639986715376953
p728	spaS128	spaS196	182	516	9973	27066	0.014128083673301754
p728	spaS128	spaS198	217	426	9973	15240	0.01718642836970993
p728	spaS137	spaS146	28	1369	13042	13584	0.054202795264679096
p728	spaS137	spaS160	56	1149	13042	12895	0.046353074068097466
p728	spaS137	spaS162	70	767	13042	7885	0.03804563492063492
p728	spaS137	spaS165	84	996	13042	14779	0.03712954333643989
p728	spaS137	spaS187	133	954	13042	14978	0.03524717357570384
p728	spaS137	spaS193	154	413	13042	14564	0.015187732136947008
p728	spaS137	spaS196	168	783	13042	27066	0.019910998092816275
p728	spaS137	spaS198	203	625	13042	15240	0.02259825722240301
p728	spaS146	spaS160	28	1664	13584	12895	0.06705621599838807
p728	spaS146	spaS162	42	1110	13584	7885	0.054521341912667616
p728	spaS146	spaS165	56	891	13584	14779	0.03243302271403611
p728	spaS146	spaS187	105	784	13584	14978	0.02822377420980632
p728	spaS146	spaS193	126	380	13584	14564	0.013684817055603572
p728	spaS146	spaS196	140	1009	13584	27066	0.025453444665876238
p728	spaS146	spaS198	175	497	13584	15240	0.017545098316094184
p728	spaS160	spaS162	14	585	12895	7885	0.02896756622926467
p728	spaS160	spaS165	28	844	12895	14779	0.0314573238911666
p728	spaS160	spaS187	77	831	12895	14978	0.03072997559352119
p728	spaS160	spaS193	98	565	12895	14564	0.02100840336134454
p728	spaS160	spaS196	112	978	12895	27066	0.02508785881025062
p728	spaS160	spaS198	147	528	12895	15240	0.019125584090991417
p728	spaS162	spaS165	14	1481	7885	14779	0.06991455412358967
p728	spaS162	spaS187	63	973	7885	14978	0.044449520328917316
p728	spaS162	spaS193	84	409	7885	14564	0.01855716878402904
p728	spaS162	spaS196	98	768	7885	27066	0.022467308311148817
p728	spaS162	spaS198	133	330	7885	15240	0.014476858960298312
p728	spaS165	spaS187	49	1135	14779	14978	0.03965481098455733
p728	spaS165	spaS193	70	440	14779	14564	0.015223333218005052
p728	spaS165	spaS196	84	1068	14779	27066	0.026191235255168355
p728	spaS165	spaS198	119	574	14779	15240	0.01949397181185261
p728	spaS187	spaS193	21	664	14978	14564	0.022993282083246764
p728	spaS187	spaS196	35	2209	14978	27066	0.05545374670515878
p728	spaS187	spaS198	70	717	14978	15240	0.024304260872512796
p728	spaS193	spaS196	14	627	14564	27066	0.015291564031900105
p728	spaS193	spaS198	49	680	14564	15240	0.02334844114819393
p728	spaS196	spaS198	35	1824	27066	15240	0.04505706239810286
p729	spaS106	spaS122	42	915	6240	16186	0.042536376737483145
p729	spaS106	spaS129	77	576	6240	9701	0.0374877969410999
p729	spaS106	spaS133	84	295	6240	14676	0.014305804762135686
p729	spaS106	spaS138	91	375	6240	21360	0.013774104683195593
p729	spaS106	spaS148	126	701	6240	20922	0.026491818147462303
p729	spaS106	spaS180	203	352	6240	23185	0.012107453651153992
p729	spaS106	spaS183	210	554	6240	23729	0.018833928267890532
p729	spaS106	spaS216	560	110	6240	42931	0.0022421067650475936
p729	spaS106	spaS221	574	172	6240	43872	0.0034441329595514616
p729	spaS106	spaS247	133	657	6240	4843	0.06301553807788222
p729	spaS122	spaS129	35	958	16186	9701	0.03842913875406154
p729	spaS122	spaS133	42	2135	16186	14676	0.0743203258258781
p729	spaS122	spaS138	49	2049	16186	21360	0.057723187875031695
p729	spaS122	spaS148	84	1832	16186	20922	0.05193332577389727
p729	spaS122	spaS180	161	1545	16186	23185	0.04084492148257812
p729	spaS122	spaS183	168	1369	16186	23729	0.03551600684895968
p729	spaS122	spaS216	518	1289	16186	42931	0.022290240022134606
p729	spaS122	spaS221	532	1267	16186	43872	0.02155091765746458
p729	spaS122	spaS247	175	316	16186	4843	0.015256119345338676
p729	spaS129	spaS133	7	843	9701	14676	0.03582051499957508
p729	spaS129	spaS138	14	1689	9701	21360	0.05750374506332562
p729	spaS129	spaS148	49	1241	9701	20922	0.04223674358450752
p729	spaS129	spaS180	126	661	9701	23185	0.020512024825446083
p729	spaS129	spaS183	133	935	9701	23729	0.028773657485767042
p729	spaS129	spaS216	483	355	9701	42931	0.006790749277885112
p729	spaS129	spaS221	497	393	9701	43872	0.007389996239187665
p729	spaS129	spaS247	210	168	9701	4843	0.011686143572621035
p729	spaS133	spaS138	7	1832	14676	21360	0.053560987019062097
p729	spaS133	spaS148	42	1780	14676	20922	0.052634691584363354
p729	spaS133	spaS180	119	1930	14676	23185	0.05371406306531964
p729	spaS133	spaS183	126	1159	14676	23729	0.031117435429307845
p729	spaS133	spaS216	476	1185	14676	42931	0.021002445854453936
p729	spaS133	spaS221	490	1099	14676	43872	0.019130010966248324
p729	spaS133	spaS247	217	218	14676	4843	0.011294751567276306
p729	spaS138	spaS148	35	2050	21360	20922	0.0509544641081726
p729	spaS138	spaS180	112	1933	21360	23185	0.04536280859851685
p729	spaS138	spaS183	119	2842	21360	23729	0.06727104883186971
p729	spaS138	spaS216	469	1246	21360	42931	0.019763660877151243
p729	spaS138	spaS221	483	1131	21360	43872	0.01764403051434455
p729	spaS138	spaS247	224	206	21360	4843	0.00792399122975728
p729	spaS148	spaS180	77	2147	20922	23185	0.05116777883698761
p729	spaS148	spaS183	84	1969	20922	23729	0.04613185886322103
p729	spaS148	spaS216	434	1260	20922	42931	0.020130046490821656
p729	spaS148	spaS221	448	1159	20922	43872	0.018213247426730573
p729	spaS148	spaS247	259	219	20922	4843	0.00857277068817036
p729	spaS180	spaS183	7	3446	23185	23729	0.0792767093033956
p729	spaS180	spaS216	357	2039	23185	42931	0.031821090250792015
p729	spaS180	spaS221	371	1919	23185	43872	0.029460529951794653
p729	spaS180	spaS247	336	235	23185	4843	0.00845536645918037
p729	spaS183	spaS216	350	1878	23729	42931	0.028989534129850884
p729	spaS183	spaS221	364	1961	23729	43872	0.029875076173065205
p729	spaS183	spaS247	343	206	23729	4843	0.007262215328209829
p729	spaS216	spaS221	14	10456	42931	43872	0.1369536458537991
p729	spaS216	spaS247	693	78	42931	4843	0.0016353572626635357
p729	spaS221	spaS247	707	145	43872	4843	0.002985381922997735
p789	spaS286	spaS287	35	4365	49226	59585	0.04179193075847806
p789	spaS286	spaS294	126	3853	49226	62156	0.035832194105776115
p789	spaS286	spaS295	140	4411	49226	71712	0.03785388794013404
p789	spaS286	spaS296	154	4647	49226	74826	0.038917968259285625
p789	spaS286	spaS297	175	3885	49226	69427	0.03385089920535341
p789	spaS286	spaS300	7	3368	49226	52794	0.034140210031220856
p789	spaS287	spaS294	91	4973	59585	62156	0.042588722937791174
p789	spaS287	spaS295	105	5089	59585	71712	0.04032232505070994
p789	spaS287	spaS296	119	5183	59585	74826	0.040107407063484694
p789	spaS287	spaS297	140	4466	59585	69427	0.03585823711720971
p789	spaS287	spaS300	42	2913	59585	52794	0.02661100250306031
p789	spaS294	spaS295	14	8752	62156	71712	0.06995108539275552
p789	spaS294	spaS296	28	7787	62156	74826	0.060273230388172915
p789	spaS294	spaS297	49	6236	62156	69427	0.049749894293441406
p789	spaS294	spaS300	133	2766	62156	52794	0.02465592241317835
p789	spaS295	spaS296	14	8846	71712	74826	0.06424483630131017
p789	spaS295	spaS297	35	7894	71712	69427	0.0592442493151713
p789	spaS295	spaS300	147	2928	71712	52794	0.024083304545230222
p789	spaS296	spaS297	21	8884	74826	69427	0.06562802414142085
p789	spaS296	spaS300	161	2648	74826	52794	0.021188746279166535
p789	spaS297	spaS300	182	2718	69427	52794	0.022744198890404424
p813	spaS11	spaS113	427	211	11257	40817	0.004068411005919441
p813	spaS11	spaS134	483	241	11257	25983	0.006513689559177275
p813	spaS11	spaS153	532	208	11257	32554	0.004770313969222301
p813	spaS11	spaS169	588	243	11257	51863	0.0038646882007729376
p813	spaS11	spaS174	595	196	11257	45238	0.003481411747988419
p813	spaS11	spaS18	21	685	11257	20023	0.02238927929400229
p813	spaS11	spaS188	623	188	11257	44856	0.0033616450603486813
p813	spaS11	spaS194	644	151	11257	53603	0.002333523930210635
p813	spaS11	spaS224	54	511	11257	13090	0.021438160765229065
p813	spaS11	spaS227	49	800	11257	15537	0.030776332999923058
p813	spaS11	spaS235	35	671	11257	14093	0.027189108148628387
p813	spaS11	spaS24	42	530	11257	19452	0.017561880778024456
p813	spaS11	spaS248	259	306	11257	26133	0.008251537051019308
p813	spaS11	spaS249	245	326	11257	28160	0.008339515489498862
p813	spaS11	spaS27	49	484	11257	16020	0.0180644198111447
p813	spaS11	spaS34	56	471	11257	24146	0.0134833390587427
p813	spaS11	spaS4	385	203	11257	17728	0.007053019248141199
p813	spaS11	spaS42	70	566	11257	24140	0.01624989233728575
p813	spaS11	spaS48	105	423	11257	22823	0.012567965059274445
p813	spaS11	spaS54	112	386	11257	22065	0.01171969880981297
p813	spaS11	spaS57	119	377	11257	13033	0.015765483209969473
p813	spaS11	spaS59	133	599	11257	27036	0.015891123255690563
p813	spaS11	spaS61	140	442	11257	34114	0.009837743996082709
p813	spaS11	spaS63	154	463	11257	18262	0.015934746696035243
p813	spaS11	spaS68	161	362	11257	23616	0.010489409173886587
p813	spaS11	spaS69	168	428	11257	30156	0.010442844943271929
p813	spaS11	spaS71	182	459	11257	35537	0.009906118484946585
p813	spaS11	spaS72	189	383	11257	19083	0.012784991821610976
p813	spaS11	spaS73	196	273	11257	31274	0.006460315206588102
p813	spaS11	spaS75	203	353	11257	16311	0.012970788168289546
p813	spaS11	spaS79	231	319	11257	32979	0.007263701983286654
p813	spaS11	spaS88	357	245	11257	37738	0.005025641025641026
p813	spaS11	spaS89	364	186	11257	38261	0.003770372172220871
p813	spaS11	spaS9	7	849	11257	13104	0.036109220823409324
p813	spaS113	spaS134	56	1756	40817	25983	0.026997109648853084
p813	spaS113	spaS153	105	2468	40817	32554	0.034808118133224264
p813	spaS113	spaS169	161	2740	40817	51863	0.030464754280631532
p813	spaS113	spaS174	168	3030	40817	45238	0.03649503161698284
p813	spaS113	spaS18	406	536	40817	20023	0.00888829928362961
p813	spaS113	spaS188	196	2377	40817	44856	0.028536784479446794
p813	spaS113	spaS194	217	2330	40817	53603	0.0253013356499077
p813	spaS113	spaS224	481	184	40817	13090	0.003424976267148149
p813	spaS113	spaS227	476	262	40817	15537	0.004670897810739499
p813	spaS113	spaS235	462	187	40817	14093	0.003417210313762038
p813	spaS113	spaS24	385	597	40817	19452	0.010004692318005095
p813	spaS113	spaS248	168	1671	40817	26133	0.025597818594034837
p813	spaS113	spaS249	182	1443	40817	28160	0.021367015133118134
p813	spaS113	spaS27	378	705	40817	16020	0.012559680752511937
p813	spaS113	spaS34	371	1090	40817	24146	0.017065113584769778
p813	spaS113	spaS4	42	1559	40817	17728	0.027357596602674342
p813	spaS113	spaS42	357	1077	40817	24140	0.016859737006887913
p813	spaS113	spaS48	322	1051	40817	22823	0.016792088066593172
p813	spaS113	spaS54	315	967	40817	22065	0.015618186223047727
p813	spaS113	spaS57	308	648	40817	13033	0.012179993233337093
p813	spaS113	spaS59	294	1305	40817	27036	0.019609905632025006
p813	spaS113	spaS61	287	1759	40817	34114	0.02403924998633357
p813	spaS113	spaS63	273	905	40817	18262	0.01555677794203596
p813	spaS113	spaS68	266	1669	40817	23616	0.02659167675737684
p813	spaS113	spaS69	259	1805	40817	30156	0.02609588248901226
p813	spaS113	spaS71	245	1739	40817	35537	0.023306305702606715
p813	spaS113	spaS72	238	1110	40817	19083	0.018880762034359583
p813	spaS113	spaS73	231	2040	40817	31274	0.029121639948037858
p813	spaS113	spaS75	224	1044	40817	16311	0.018614934740746023
p813	spaS113	spaS79	196	2153	40817	32979	0.030051784542802506
p813	spaS113	spaS88	70	2917	40817	37738	0.0385652714244163
p813	spaS113	spaS89	63	3464	40817	38261	0.045811622186367605
p813	spaS113	spaS9	434	309	40817	13104	0.005763635007087965
p813	spaS134	spaS153	49	1985	25983	32554	0.03510043853444617
p813	spaS134	spaS169	105	1968	25983	51863	0.025936371543793985
p813	spaS134	spaS174	112	1569	25983	45238	0.022526273473841382
p813	spaS134	spaS18	462	358	25983	20023	0.007842621801612338
p813	spaS134	spaS188	140	1662	25983	44856	0.02402532633678824
p813	spaS134	spaS194	161	1567	25983	53603	0.020084851126007768
p813	spaS134	spaS224	537	130	25983	13090	0.003338212258942557
p813	spaS134	spaS227	532	186	25983	15537	0.0044999274205254755
p813	spaS134	spaS235	518	126	25983	14093	0.003153942428035044
p813	spaS134	spaS24	441	412	25983	19452	0.009150878439908491
p813	spaS134	spaS248	224	1167	25983	26133	0.022905258199375847
p813	spaS134	spaS249	238	1236	25983	28160	0.023361747972858032
p813	spaS134	spaS27	434	479	25983	16020	0.011535497543589249
p813	spaS134	spaS34	427	619	25983	24146	0.012502524742476267
p813	spaS134	spaS4	98	1266	25983	17728	0.029826834727294145
p813	spaS134	spaS42	413	573	25983	24140	0.011564076690211908
p813	spaS134	spaS48	378	766	25983	22823	0.01594504579517069
p813	spaS134	spaS54	371	819	25983	22065	0.017341040462427744
p813	spaS134	spaS57	364	602	25983	13033	0.01567136981308898
p813	spaS134	spaS59	350	932	25983	27036	0.017893140322921268
p813	spaS134	spaS61	343	1090	25983	34114	0.018472384632331758
p813	spaS134	spaS63	329	810	25983	18262	0.018648555312535973
p813	spaS134	spaS68	322	983	25983	23616	0.02021968076353464
p813	spaS134	spaS69	315	988	25983	30156	0.017914453047088903
p813	spaS134	spaS71	301	1259	25983	35537	0.020892451170740612
p813	spaS134	spaS72	294	1103	25983	19083	0.0250892796214999
p813	spaS134	spaS73	287	1041	25983	31274	0.018517859684075707
p813	spaS134	spaS75	280	1095	25983	16311	0.026578315007645816
p813	spaS134	spaS79	252	1210	25983	32979	0.020951655353927137
p813	spaS134	spaS88	126	1499	25983	37738	0.02409115746841953
p813	spaS134	spaS89	119	1331	25983	38261	0.02115619983151336
p813	spaS134	spaS9	490	130	25983	13104	0.0033370126036399105
p813	spaS153	spaS169	56	3635	32554	51863	0.04499764799088906
p813	spaS153	spaS174	63	2834	32554	45238	0.037807839056538325
p813	spaS153	spaS18	511	421	32554	20023	0.008071938032057673
p813	spaS153	spaS188	91	2986	32554	44856	0.04012146619370096
p813	spaS153	spaS194	112	2895	32554	53603	0.034769762917057
p813	spaS153	spaS224	586	141	32554	13090	0.0030986967892226887
p813	spaS153	spaS227	581	228	32554	15537	0.004763596097194075
p813	spaS153	spaS235	567	164	32554	14093	0.0035281715896134072
p813	spaS153	spaS24	490	543	32554	19452	0.010551269844354196
p813	spaS153	spaS248	273	1663	32554	26133	0.029163159371492706
p813	spaS153	spaS249	287	1305	32554	28160	0.021966368732010303
p813	spaS153	spaS27	483	638	32554	16020	0.013309412550066756
p813	spaS153	spaS34	476	996	32554	24146	0.017880224041361484
p813	spaS153	spaS4	147	1506	32554	17728	0.030875840577333113
p813	spaS153	spaS42	462	818	32554	24140	0.014639559023552151
p813	spaS153	spaS48	427	1071	32554	22823	0.019721577726218097
p813	spaS153	spaS54	420	956	32554	22065	0.01781488176210797
p813	spaS153	spaS57	413	692	32554	13033	0.015413743178527676
p813	spaS153	spaS59	399	1399	32554	27036	0.024041518447869944
p813	spaS153	spaS61	392	1464	32554	34114	0.022452610269308632
p813	spaS153	spaS63	378	1116	32554	18262	0.02245472837022133
p813	spaS153	spaS68	371	1326	32554	23616	0.024177667566187732
p813	spaS153	spaS69	364	1677	32554	30156	0.02747693870529058
p813	spaS153	spaS71	350	1855	32554	35537	0.028005918231777283
p813	spaS153	spaS72	343	1303	32554	19083	0.02588707434338618
p813	spaS153	spaS73	336	1854	32554	31274	0.029915771129828638
p813	spaS153	spaS75	329	1504	32554	16311	0.031756086231287346
p813	spaS153	spaS79	301	1703	32554	32979	0.026680244399185336
p813	spaS153	spaS88	175	2455	32554	37738	0.036189689992187156
p813	spaS153	spaS89	168	2200	32554	38261	0.03206295999417037
p813	spaS153	spaS9	539	139	32554	13104	0.003053669896087348
p813	spaS169	spaS174	7	3900	51863	45238	0.04184504458106673
p813	spaS169	spaS18	567	361	51863	20023	0.005047186298497029
p813	spaS169	spaS188	35	3494	51863	44856	0.0374792169482435
p813	spaS169	spaS194	56	4135	51863	53603	0.040806860684292075
p813	spaS169	spaS224	642	304	51863	13090	0.004702315581060806
p813	spaS169	spaS227	637	336	51863	15537	0.005010139568173685
p813	spaS169	spaS235	623	279	51863	14093	0.00424806248762885
p813	spaS169	spaS24	546	632	51863	19452	0.008941329598347552
p813	spaS169	spaS248	329	2046	51863	26133	0.026938775510204082
p813	spaS169	spaS249	343	1467	51863	28160	0.018674576098579358
p813	spaS169	spaS27	539	775	51863	16020	0.011548548608213626
p813	spaS169	spaS34	532	973	51863	24146	0.012967109120955275
p813	spaS169	spaS4	203	1652	51863	17728	0.024315930467036607
p813	spaS169	spaS42	518	1062	51863	24140	0.014171147969736193
p813	spaS169	spaS48	483	1266	51863	22823	0.01724325796785617
p813	spaS169	spaS54	476	945	51863	22065	0.012948220818546784
p813	spaS169	spaS57	469	704	51863	13033	0.010967098703888335
p813	spaS169	spaS59	455	1421	51863	27036	0.018340690260461034
p813	spaS169	spaS61	448	1817	51863	34114	0.021589828897338403
p813	spaS169	spaS63	434	945	51863	18262	0.013660017346053772
p813	spaS169	spaS68	427	1751	51863	23616	0.023749457465277776
p813	spaS169	spaS69	420	1867	51863	30156	0.023293242838606648
p813	spaS169	spaS71	406	1797	51863	35537	0.020992254944336063
p813	spaS169	spaS72	399	1184	51863	19083	0.016971990481924257
p813	spaS169	spaS73	392	2314	51863	31274	0.028630464100565432
p813	spaS169	spaS75	385	1419	51863	16311	0.02125683469403041
p813	spaS169	spaS79	357	1926	51863	32979	0.023228327463939408
p813	spaS169	spaS88	231	2556	51863	37738	0.02936412200585904
p813	spaS169	spaS89	224	2719	51863	38261	0.03110806017962359
p813	spaS169	spaS9	595	275	51863	13104	0.004250912013850245
p813	spaS174	spaS18	574	453	45238	20023	0.0069898777928650785
p813	spaS174	spaS188	28	3811	45238	44856	0.04416860795289918
p813	spaS174	spaS194	49	3557	45238	53603	0.03733050669577264
p813	spaS174	spaS224	649	260	45238	13090	0.004477509127230144
p813	spaS174	spaS227	644	311	45238	15537	0.005143556496427626
p813	spaS174	spaS235	630	234	45238	14093	0.003959591857454693
p813	spaS174	spaS24	553	682	45238	19452	0.010654918135233097
p813	spaS174	spaS248	336	1571	45238	26133	0.022507163323782234
p813	spaS174	spaS249	350	1476	45238	28160	0.020522232418453325
p813	spaS174	spaS27	546	718	45238	16020	0.01185992732077965
p813	spaS174	spaS34	539	1288	45238	24146	0.018914473684210526
p813	spaS174	spaS4	210	1536	45238	17728	0.025004069672798307
p813	spaS174	spaS42	525	1139	45238	24140	0.016691334867158077
p813	spaS174	spaS48	490	1328	45238	22823	0.019900199301694815
p813	spaS174	spaS54	483	1031	45238	22065	0.015557098020280057
p813	spaS174	spaS57	476	830	45238	13033	0.01444960916418586
p813	spaS174	spaS59	462	1339	45238	27036	0.018876436173962077
p813	spaS174	spaS61	455	1620	45238	34114	0.0208408377502187
p813	spaS174	spaS63	441	829	45238	18262	0.01322780871535479
p813	spaS174	spaS68	434	1417	45238	23616	0.021012203982976704
p813	spaS174	spaS69	427	1693	45238	30156	0.022971194420699854
p813	spaS174	spaS71	413	1722	45238	35537	0.021782854540624643
p813	spaS174	spaS72	406	1099	45238	19083	0.017383189396096295
p813	spaS174	spaS73	399	1636	45238	31274	0.02184945777018003
p813	spaS174	spaS75	392	927	45238	16311	0.015291478341196265
p813	spaS174	spaS79	364	1953	45238	32979	0.025608412881569287
p813	spaS174	spaS88	238	2729	45238	37738	0.034007501838074945
p813	spaS174	spaS89	231	2948	45238	38261	0.03659793174510559
p813	spaS174	spaS9	602	216	45238	13104	0.0037160650999552695
p813	spaS18	spaS188	602	369	20023	44856	0.005720043404123392
p813	spaS18	spaS194	623	499	20023	53603	0.006823744991589974
p813	spaS18	spaS224	75	490	20023	13090	0.015020077859179106
p813	spaS18	spaS227	70	669	20023	15537	0.01917399902553667
p813	spaS18	spaS235	56	644	20023	14093	0.019239961759082217
p813	spaS18	spaS24	21	1104	20023	19452	0.02877172864924031
p813	spaS18	spaS248	238	455	20023	26133	0.009956018467867225
p813	spaS18	spaS249	224	486	20023	28160	0.01018932008302409
p813	spaS18	spaS27	28	922	20023	16020	0.026252099883260726
p813	spaS18	spaS34	35	1349	20023	24146	0.031503970107426435
p813	spaS18	spaS4	364	255	20023	17728	0.006800725410710476
p813	spaS18	spaS42	49	1001	20023	24140	0.02319169639961077
p813	spaS18	spaS48	84	725	20023	22823	0.01721231689655991
p813	spaS18	spaS54	91	575	20023	22065	0.013851082793341844
p813	spaS18	spaS57	98	441	20023	13033	0.013521385865399357
p813	spaS18	spaS59	112	849	20023	27036	0.018372646613287167
p813	spaS18	spaS61	119	824	20023	34114	0.015455892559038134
p813	spaS18	spaS63	133	608	20023	18262	0.016137165910237016
p813	spaS18	spaS68	140	853	20023	23616	0.019936427803487124
p813	spaS18	spaS69	147	662	20023	30156	0.0133691459498758
p813	spaS18	spaS71	161	652	20023	35537	0.011874408100823195
p813	spaS18	spaS72	168	427	20023	19083	0.0110395822022286
p813	spaS18	spaS73	175	615	20023	31274	0.012134485616195099
p813	spaS18	spaS75	182	436	20023	16311	0.012145523427488997
p813	spaS18	spaS79	210	616	20023	32979	0.011758866872828618
p813	spaS18	spaS88	336	548	20023	37738	0.009578242707077063
p813	spaS18	spaS89	343	548	20023	38261	0.009491478453651102
p813	spaS18	spaS9	28	764	20023	13104	0.023607205759663814
p813	spaS188	spaS194	21	3856	44856	53603	0.04075980677145545
p813	spaS188	spaS224	677	316	44856	13090	0.005483255249002256
p813	spaS188	spaS227	672	291	44856	15537	0.004841768992712389
p813	spaS188	spaS235	658	250	44856	14093	0.004259016337586671
p813	spaS188	spaS24	581	672	44856	19452	0.010560060343201961
p813	spaS188	spaS248	364	1614	44856	26133	0.023264864864864863
p813	spaS188	spaS249	378	1401	44856	28160	0.01956294072470851
p813	spaS188	spaS27	574	569	44856	16020	0.009435057290198485
p813	spaS188	spaS34	567	937	44856	24146	0.013766252846543744
p813	spaS188	spaS4	238	1224	44856	17728	0.019947848761408083
p813	spaS188	spaS42	553	896	44856	24140	0.01315712187958884
p813	spaS188	spaS48	518	1007	44856	22823	0.015103791696664266
p813	spaS188	spaS54	511	1123	44856	22065	0.01706738806650658
p813	spaS188	spaS57	504	620	44856	13033	0.010826101381200999
p813	spaS188	spaS59	490	1187	44856	27036	0.01678806307899017
p813	spaS188	spaS61	483	1590	44856	34114	0.02054794520547945
p813	spaS188	spaS63	469	821	44856	18262	0.013178804757853508
p813	spaS188	spaS68	462	1291	44856	23616	0.019216742829073697
p813	spaS188	spaS69	455	1510	44856	30156	0.020543658675954396
p813	spaS188	spaS71	441	1537	44856	35537	0.01949122451050015
p813	spaS188	spaS72	434	1027	44856	19083	0.01632438962360122
p813	spaS188	spaS73	427	1407	44856	31274	0.018829543781700413
p813	spaS188	spaS75	420	959	44856	16311	0.015928115865001327
p813	spaS188	spaS79	392	1596	44856	32979	0.020934167552040295
p813	spaS188	spaS88	266	2206	44856	37738	0.02744190675225158
p813	spaS188	spaS89	259	2385	44856	38261	0.02954218897091612
p813	spaS188	spaS9	630	294	44856	13104	0.005098324836125273
p813	spaS194	spaS224	698	268	53603	13090	0.0040346255175009406
p813	spaS194	spaS227	693	285	53603	15537	0.004139132960569313
p813	spaS194	spaS235	679	254	53603	14093	0.003766199104415646
p813	spaS194	spaS24	602	691	53603	19452	0.009548946990216129
p813	spaS194	spaS248	385	1677	53603	26133	0.021483749471553567
p813	spaS194	spaS249	399	1357	53603	28160	0.016876849986319428
p813	spaS194	spaS27	595	749	53603	16020	0.01087493103348143
p813	spaS194	spaS34	588	1237	53603	24146	0.016167398578000838
p813	spaS194	spaS4	259	1203	53603	17728	0.01715434633812457
p813	spaS194	spaS42	574	1374	53603	24140	0.017991593447603087
p813	spaS194	spaS48	539	1200	53603	22823	0.015951931513040703
p813	spaS194	spaS54	532	891	53603	22065	0.011915428540861495
p813	spaS194	spaS57	525	555	53603	13033	0.008398783311390566
p813	spaS194	spaS59	511	1052	53603	27036	0.013218239159661754
p813	spaS194	spaS61	504	1548	53603	34114	0.017964697280924695
p813	spaS194	spaS63	490	898	53603	18262	0.012653768653035918
p813	spaS194	spaS68	483	1652	53603	23616	0.02186139452406474
p813	spaS194	spaS69	476	1628	53603	30156	0.019821991696192667
p813	spaS194	spaS71	462	1317	53603	35537	0.014996071644102342
p813	spaS194	spaS72	455	795	53603	19083	0.011058407867466025
p813	spaS194	spaS73	448	1962	53603	31274	0.023662787191702346
p813	spaS194	spaS75	441	1024	53603	16311	0.014864276382638989
p813	spaS194	spaS79	413	1809	53603	32979	0.021339341535630447
p813	spaS194	spaS88	287	2533	53603	37738	0.028522205206738132
p813	spaS194	spaS89	280	2740	53603	38261	0.030743682958574572
p813	spaS194	spaS9	651	140	53603	13104	0.002103144200579867
p813	spaS224	spaS227	5	1206	13090	15537	0.04398089055833121
p813	spaS224	spaS235	19	929	13090	14093	0.03538508417764912
p813	spaS224	spaS24	96	532	13090	19452	0.01661980631052796
p813	spaS224	spaS248	313	218	13090	26133	0.0055890270478143825
p813	spaS224	spaS249	299	339	13090	28160	0.008286279973601231
p813	spaS224	spaS27	103	393	13090	16020	0.013685273531357732
p813	spaS224	spaS34	110	365	13090	24146	0.00989937891567899
p813	spaS224	spaS4	439	192	13090	17728	0.006269183047084177
p813	spaS224	spaS42	124	569	13090	24140	0.01552058045334279
p813	spaS224	spaS48	159	396	13090	22823	0.011149590337021708
p813	spaS224	spaS54	166	259	13090	22065	0.0074220541036221915
p813	spaS224	spaS57	173	127	13090	13033	0.0048853669795353135
p813	spaS224	spaS59	187	231	13090	27036	0.005790199273091866
p813	spaS224	spaS61	194	416	13090	34114	0.00889116867572882
p813	spaS224	spaS63	208	224	13090	18262	0.00719609354921614
p813	spaS224	spaS68	215	276	13090	23616	0.007576173483392808
p813	spaS224	spaS69	222	343	13090	30156	0.007994778919889051
p813	spaS224	spaS71	236	361	13090	35537	0.007479385074379481
p813	spaS224	spaS72	243	199	13090	19083	0.0062238068430599865
p813	spaS224	spaS73	250	219	13090	31274	0.004960924226979272
p813	spaS224	spaS75	257	217	13090	16311	0.007435581140350877
p813	spaS224	spaS79	285	234	13090	32979	0.005105268899312752
p813	spaS224	spaS88	411	149	13090	37738	0.0029400737978255292
p813	spaS224	spaS89	418	279	13090	38261	0.005462875939849624
p813	spaS224	spaS9	47	594	13090	13104	0.023203125
p813	spaS227	spaS235	14	1148	15537	14093	0.04030615827540201
p813	spaS227	spaS24	91	573	15537	19452	0.01664923291492329
p813	spaS227	spaS248	308	427	15537	26133	0.010353272070411949
p813	spaS227	spaS249	294	155	15537	28160	0.00355978136052547
p813	spaS227	spaS27	98	511	15537	16020	0.016459447271790245
p813	spaS227	spaS34	105	500	15537	24146	0.012760635990097746
p813	spaS227	spaS4	434	127	15537	17728	0.003832458205081779
p813	spaS227	spaS42	119	626	15537	24140	0.016030319326009578
p813	spaS227	spaS48	154	366	15537	22823	0.009633099963152076
p813	spaS227	spaS54	161	254	15537	22065	0.00680089964656742
