amr_gene	aro_call	group	participant	is_coassembly	date
spaS168___138692	vanW gene in vanI cluster	spaS212	p373	False	2025-01-21
spaS168___138692	vanW gene in vanI cluster	spaS43	p97	False	2022-12-13
spaS168___138692	vanW gene in vanI cluster	spaS39	p292	False	2022-12-06
spaS168___138692	vanW gene in vanI cluster	spaS129	p729	False	2024-01-16
spaS168___138692	vanW gene in vanI cluster	spaS217	p860	False	2025-05-13
spaS168___138692	vanW gene in vanI cluster	spaS35	p97	False	2022-11-29
spaS168___138692	vanW gene in vanI cluster	spaS25	p97	False	2022-11-15
spaS168___138692	vanW gene in vanI cluster	spaS144	p601	False	2024-02-27
spaS168___138692	vanW gene in vanI cluster	spaS266	p584	False	2024-12-03
spaS168___138692	vanW gene in vanI cluster	spaS210	p431	False	2024-11-05
spaS168___138692	vanW gene in vanI cluster	spaS153	p813	False	2024-03-12
spaS168___138692	vanW gene in vanI cluster	spaS6	p601	False	2024-02-06
spaS168___138692	vanW gene in vanI cluster	spaS29	p97	False	2022-11-22
spaS168___138692	vanW gene in vanI cluster	spaS220	p860	False	2025-05-20
spaS168___138692	vanW gene in vanI cluster	spaS191	p398	False	2024-07-02
spaS168___138692	vanW gene in vanI cluster	mh_p894	p894	True	
spaS168___138692	vanW gene in vanI cluster	mh_p813	p813	True	
spaS168___138692	vanW gene in vanI cluster	spaS67	p523	False	2023-03-07
spaS168___138692	vanW gene in vanI cluster	spaS5	p523	False	2023-06-13
spaS168___138692	vanW gene in vanI cluster	spaS164	p601	False	2024-04-23
spaS168___138692	vanW gene in vanI cluster	mh_p292	p292	True	
spaS168___138692	vanW gene in vanI cluster	mh_p728	p728	True	
spaS168___138692	vanW gene in vanI cluster	spaS63	p813	False	2023-02-28
spaS168___138692	vanW gene in vanI cluster	mh_p860	p860	True	
spaS168___138692	vanW gene in vanI cluster	spaS197	p894	False	2024-07-23
spaS168___138692	vanW gene in vanI cluster	mh_p110	p110	True	
spaS168___138692	vanW gene in vanI cluster	spaS59	p813	False	2023-02-07
spaS168___138692	vanW gene in vanI cluster	spaS268	p142	False	2025-02-18
spaS168___138692	vanW gene in vanI cluster	spaS134	p813	False	2024-01-23
spaS168___138692	vanW gene in vanI cluster	spaS214	p373	False	2025-02-18
spaS168___138692	vanW gene in vanI cluster	spaS89	p813	False	2023-09-26
spaS168___138692	vanW gene in vanI cluster	spaS108	p601	False	2023-11-07
spaS168___138692	vanW gene in vanI cluster	spaS99	p292	False	2023-10-17
spaS168___138692	vanW gene in vanI cluster	spaS275	p584	False	2025-01-14
spaS168___138692	vanW gene in vanI cluster	spaS227	p813	False	2022-08-09
spaS168___138692	vanW gene in vanI cluster	spaS249	p813	False	2023-05-30
spaS168___138692	vanW gene in vanI cluster	spaS194	p813	False	2024-07-02
spaS168___138692	vanW gene in vanI cluster	spaS130	p292	False	2024-01-23
spaS168___138692	vanW gene in vanI cluster	spaS68	p813	False	2023-03-07
spaS168___138692	vanW gene in vanI cluster	spaS79	p813	False	2023-05-16
spaS168___138692	vanW gene in vanI cluster	spaS277	p584	False	2025-02-18
spaS168___138692	vanW gene in vanI cluster	mh_p523	p523	True	
spaS168___138692	vanW gene in vanI cluster	mh_p97	p97	True	
spaS168___138692	vanW gene in vanI cluster	spaS156	p431	False	2024-03-19
spaS168___138692	vanW gene in vanI cluster	spaS23	p292	False	2022-11-08
spaS168___138692	vanW gene in vanI cluster	spaS20	p292	False	2022-11-01
spaS168___138692	vanW gene in vanI cluster	spaS122	p729	False	2023-12-12
spaS168___138692	vanW gene in vanI cluster	spaS203	p398	False	2024-09-24
spaS168___138692	vanW gene in vanI cluster	spaS97	p292	False	2023-10-10
spaS168___138692	vanW gene in vanI cluster	spaS188	p813	False	2024-06-11
spaS168___138692	vanW gene in vanI cluster	spaS138	p729	False	2024-01-30
spaS168___138692	vanW gene in vanI cluster	spaS19	p125	False	2022-11-01
spaS168___138692	vanW gene in vanI cluster	spaS258	p142	False	2024-11-05
spaS168___138692	vanW gene in vanI cluster	mh_p125	p125	True	
spaS168___138692	vanW gene in vanI cluster	spaS72	p813	False	2023-04-04
spaS168___138692	vanW gene in vanI cluster	spaS7	p292	False	2022-09-20
spaS168___138692	vanW gene in vanI cluster	mh_p398	p398	True	
spaS168___138692	vanW gene in vanI cluster	spaS174	p813	False	2024-05-14
spaS168___138692	vanW gene in vanI cluster	spaS133	p729	False	2024-01-23
spaS168___138692	vanW gene in vanI cluster	spaS61	p813	False	2023-02-14
spaS168___138692	vanW gene in vanI cluster	spaS159	p601	False	2024-03-26
spaS168___138692	vanW gene in vanI cluster	spaS269	p142	False	2025-02-25
spaS168___138692	vanW gene in vanI cluster	mh_p601	p601	True	
spaS168___138692	vanW gene in vanI cluster	spaS75	p813	False	2023-04-18
spaS168___138692	vanW gene in vanI cluster	spaS124	p601	False	2023-12-19
spaS168___138692	vanW gene in vanI cluster	spaS297	p789	False	2024-04-16
spaS168___138692	vanW gene in vanI cluster	spaS140	p601	False	2024-02-20
spaS168___138692	vanW gene in vanI cluster	spaS167	p398	False	2024-05-07
spaS168___138692	vanW gene in vanI cluster	spaS88	p813	False	2023-09-19
spaS168___138692	vanW gene in vanI cluster	spaS74	p125	False	2023-04-18
spaS168___138692	vanW gene in vanI cluster	spaS221	p729	False	2025-05-27
spaS168___138692	vanW gene in vanI cluster	spaS216	p729	False	2025-05-13
spaS168___138692	vanW gene in vanI cluster	spaS69	p813	False	2023-03-14
spaS168___138692	vanW gene in vanI cluster	spaS180	p729	False	2024-05-21
spaS168___138692	vanW gene in vanI cluster	spaS44	p125	False	2022-12-13
spaS168___138692	vanW gene in vanI cluster	spaS248	p813	False	2023-06-13
spaS168___138692	vanW gene in vanI cluster	spaS183	p729	False	2024-05-28
spaS168___138692	vanW gene in vanI cluster	spaS176	p894	False	2024-05-14
spaS168___138692	vanW gene in vanI cluster	spaS161	p601	False	2024-04-09
spaS168___138692	vanW gene in vanI cluster	spaS186	p431	False	2024-06-11
spaS168___138692	vanW gene in vanI cluster	spaS259	p142	False	2024-12-03
spaS168___138692	vanW gene in vanI cluster	spaS193	p728	False	2024-07-02
spaS168___138692	vanW gene in vanI cluster	spaS113	p813	False	2023-11-28
spaS168___138692	vanW gene in vanI cluster	spaS55	p292	False	2023-01-24
spaS168___138692	vanW gene in vanI cluster	spaS211	p431	False	2025-01-14
spaS168___138692	vanW gene in vanI cluster	mh_p789	p789	True	
spaS168___138692	vanW gene in vanI cluster	spaS282	p142	False	2025-05-06
spaS168___138692	vanW gene in vanI cluster	spaS276	p584	False	2025-01-21
spaS168___138692	vanW gene in vanI cluster	spaS73	p813	False	2023-04-11
spaS168___138692	vanW gene in vanI cluster	spaS215	p151	False	2025-05-13
spaS168___138692	vanW gene in vanI cluster	spaS172	p398	False	2024-05-14
spaS168___138692	vanW gene in vanI cluster	spaS148	p729	False	2024-03-05
spaS168___138692	vanW gene in vanI cluster	spaS131	p601	False	2024-01-23
spaS168___138692	vanW gene in vanI cluster	spaS15	p125	False	2022-10-18
spaS168___138692	vanW gene in vanI cluster	spaS71	p813	False	2023-03-28
spaS168___138692	vanW gene in vanI cluster	spaS219	p601	False	2025-05-20
spaS168___138692	vanW gene in vanI cluster	spaS4	p813	False	2023-10-17
spaS168___138692	vanW gene in vanI cluster	spaS12	p292	False	2022-10-04
spaS168___138692	vanW gene in vanI cluster	spaS40	p125	False	2022-12-06
spaS168___138692	vanW gene in vanI cluster	spaS51	p125	False	2023-01-17
spaS168___138692	vanW gene in vanI cluster	spaS49	p292	False	2023-01-10
spaS168___138692	vanW gene in vanI cluster	spaS178	p601	False	2024-05-21
spaS168___138692	vanW gene in vanI cluster	spaS139	p894	False	2024-02-06
spaS168___138692	vanW gene in vanI cluster	spaS116	p601	False	2023-12-05
spaS168___138692	vanW gene in vanI cluster	spaS52	p523	False	2023-01-17
spaS168___138692	vanW gene in vanI cluster	spaS168	p601	False	2024-05-07
spaS168___138692	vanW gene in vanI cluster	spaS257	p142	False	2024-10-21
spaS168___138692	vanW gene in vanI cluster	spaS209	p373	False	2024-11-05
spaS168___138692	vanW gene in vanI cluster	spaS157	p894	False	2024-03-19
spaS168___138692	vanW gene in vanI cluster	mh_p584	p584	True	
spaS168___138692	vanW gene in vanI cluster	spaS22	p125	False	2022-11-08
mh_p110___143221	nimJ	spaS175	p860	False	2024-05-14
mh_p110___143221	nimJ	spaS195	p860	False	2024-07-02
mh_p110___143221	nimJ	spaS43	p97	False	2022-12-13
mh_p110___143221	nimJ	mh_p860	p860	True	
mh_p110___143221	nimJ	spaS37	p110	False	2022-12-06
mh_p110___143221	nimJ	spaS285	p654	False	2025-05-27
mh_p110___143221	nimJ	mh_p789	p789	True	
mh_p110___143221	nimJ	mh_p110	p110	True	
mh_p110___143221	nimJ	spaS35	p97	False	2022-11-29
mh_p110___143221	nimJ	spaS163	p860	False	2024-04-09
mh_p110___143221	nimJ	spaS206	p860	False	2024-10-08
mh_p110___143221	nimJ	spaS215	p151	False	2025-05-13
mh_p110___143221	nimJ	mh_p601	p601	True	
mh_p110___143221	nimJ	spaS287	p789	False	2023-11-28
mh_p110___143221	nimJ	spaS219	p601	False	2025-05-20
mh_p110___143221	nimJ	spaS297	p789	False	2024-04-16
mh_p110___143221	nimJ	spaS25	p97	False	2022-11-15
mh_p110___143221	nimJ	spaS170	p860	False	2024-05-07
mh_p110___143221	nimJ	spaS199	p860	False	2024-08-20
mh_p110___143221	nimJ	mh_p97	p97	True	
mh_p110___143221	nimJ	spaS201	p860	False	2024-09-17
mh_p110___143221	nimJ	spaS29	p97	False	2022-11-22
mh_p110___143221	nimJ	spaS166	p860	False	2024-04-23
mh_p110___143221	nimJ	spaS122	p729	False	2023-12-12
mh_p110___143221	nimJ	spaS295	p789	False	2024-03-12
mh_p110___143221	nimJ	spaS286	p789	False	2023-10-24
mh_p110___143221	nimJ	spaS294	p789	False	2024-02-27
mh_p110___143221	nimJ	spaS213	p860	False	2025-01-21
mh_p110___143221	nimJ	spaS296	p789	False	2024-03-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS146	p728	False	2024-02-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS175	p860	False	2024-05-14
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS98	p151	False	2023-10-17
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS158	p431	False	2024-03-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS177	p373	False	2024-05-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS43	p97	False	2022-12-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS39	p292	False	2022-12-06
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS253	p97	False	2022-07-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS129	p729	False	2024-01-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS196	p728	False	2024-07-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS37	p110	False	2022-12-06
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS217	p860	False	2025-05-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS163	p860	False	2024-04-09
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS228	p292	False	2022-08-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS123	p431	False	2023-12-19
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS187	p728	False	2024-06-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS50	p523	False	2023-01-10
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS270	p341	False	2025-01-14
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p408	p408	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS25	p97	False	2022-11-15
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS144	p601	False	2024-02-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS266	p584	False	2024-12-03
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS222	p110	False	2022-07-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS210	p431	False	2024-11-05
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS198	p728	False	2024-08-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS110	p431	False	2023-11-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS6	p601	False	2024-02-06
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS29	p97	False	2022-11-22
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS295	p789	False	2024-03-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS14	p470	False	2022-10-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS286	p789	False	2023-10-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS220	p860	False	2025-05-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS191	p398	False	2024-07-02
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS192	p722	False	2024-07-02
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS200	p398	False	2024-08-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS237	p523	False	2022-08-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS280	p654	False	2025-03-04
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS160	p728	False	2024-03-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS274	p341	False	2025-03-18
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS204	p431	False	2024-09-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS67	p523	False	2023-03-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS83	p431	False	2023-08-29
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS5	p523	False	2023-06-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS164	p601	False	2024-04-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS184	p151	False	2024-06-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS223	p110	False	2022-08-04
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS100	p431	False	2023-10-17
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p292	p292	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p728	p728	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS141	p408	False	2024-02-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS32	p523	False	2022-11-22
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS128	p728	False	2024-01-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p470	p470	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS231	p523	False	2022-08-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p110	p110	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS26	p431	False	2022-11-15
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS214	p373	False	2025-02-18
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS66	p431	False	2023-03-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS230	p470	False	2022-08-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS108	p601	False	2023-11-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS99	p292	False	2023-10-17
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS243	p431	False	2023-05-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS45	p470	False	2022-12-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS275	p584	False	2025-01-14
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS208	p398	False	2024-10-29
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS137	p728	False	2024-01-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS263	p341	False	2024-11-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS260	p341	False	2024-10-15
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS130	p292	False	2024-01-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS272	p341	False	2025-02-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS232	p292	False	2022-08-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS170	p860	False	2024-05-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS199	p860	False	2024-08-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS277	p584	False	2025-02-18
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p523	p523	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p97	p97	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS252	p97	False	2022-09-06
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS115	p431	False	2023-12-05
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS156	p431	False	2024-03-19
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS23	p292	False	2022-11-08
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS20	p292	False	2022-11-01
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS122	p729	False	2023-12-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS294	p789	False	2024-02-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS234	p470	False	2022-08-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS203	p398	False	2024-09-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS236	p431	False	2022-08-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS97	p292	False	2023-10-10
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS126	p408	False	2024-01-09
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS225	p292	False	2022-08-09
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS233	p431	False	2022-08-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS70	p431	False	2023-03-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS218	p398	False	2025-05-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS261	p341	False	2024-11-05
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS242	p431	False	2023-06-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS60	p470	False	2023-02-14
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS138	p729	False	2024-01-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS262	p341	False	2024-11-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS171	p373	False	2024-05-14
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS135	p408	False	2024-01-30
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS281	p654	False	2025-03-25
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS195	p860	False	2024-07-02
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS251	p97	False	2022-08-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS102	p125	False	2023-10-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS19	p125	False	2022-11-01
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS78	p431	False	2023-05-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS264	p584	False	2024-11-05
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p125	p125	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS127	p431	False	2024-01-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS81	p431	False	2023-08-22
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS10	p431	False	2022-09-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS7	p292	False	2022-09-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS185	p373	False	2024-06-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS114	p408	False	2023-12-05
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS265	p584	False	2024-11-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p398	p398	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS285	p654	False	2025-05-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS133	p729	False	2024-01-23
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS30	p110	False	2022-11-22
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS159	p601	False	2024-03-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS107	p151	False	2023-11-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p601	p601	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS124	p601	False	2023-12-19
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS202	p373	False	2024-09-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS64	p470	False	2023-02-28
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS109	p408	False	2023-11-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS297	p789	False	2024-04-16
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS17	p470	False	2022-10-18
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS207	p373	False	2024-10-15
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS140	p601	False	2024-02-20
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS149	p151	False	2024-03-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS245	p523	False	2023-03-28
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS154	p151	False	2024-03-19
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS201	p860	False	2024-09-17
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS167	p398	False	2024-05-07
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS74	p125	False	2023-04-18
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS65	p431	False	2023-02-28
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS221	p729	False	2025-05-27
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS216	p729	False	2025-05-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS226	p431	False	2022-08-09
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS180	p729	False	2024-05-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS213	p860	False	2025-01-21
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS44	p125	False	2022-12-13
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS273	p341	False	2025-03-11
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS120	p470	False	2023-12-12
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p722	p722	True	
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS183	p729	False	2024-05-28
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS300	p789	False	2023-10-17
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS296	p789	False	2024-03-26
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS103	p151	False	2023-10-24
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS161	p601	False	2024-04-09
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	spaS104	p125	False	2023-10-31
mh_p470___57982	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	mh_p341	p341	True	
