amr_gene	aro_call	group	participant	is_coassembly	date
spaS294___21496	vanH gene in vanF cluster	spaS126	p408	False	2024-01-09
spaS294___21496	vanH gene in vanF cluster	spaS237	p523	False	2022-08-30
spaS294___21496	vanH gene in vanF cluster	spaS161	p601	False	2024-04-09
spaS294___21496	vanH gene in vanF cluster	spaS218	p398	False	2025-05-20
spaS258___93477	vanW gene in vanI cluster	spaS223	p110	False	2022-08-04
spaS258___93477	vanW gene in vanI cluster	mh_p292	p292	True	
spaS258___93477	vanW gene in vanI cluster	spaS258	p142	False	2024-11-05
spaS258___93477	vanW gene in vanI cluster	spaS169	p813	False	2024-05-07
spaS258___93477	vanW gene in vanI cluster	spaS212	p373	False	2025-01-21
spaS258___93477	vanW gene in vanI cluster	spaS72	p813	False	2023-04-04
spaS258___93477	vanW gene in vanI cluster	spaS142	p431	False	2024-02-27
spaS258___93477	vanW gene in vanI cluster	mh_p110	p110	True	
spaS258___93477	vanW gene in vanI cluster	mh_p789	p789	True	
spaS258___93477	vanW gene in vanI cluster	spaS282	p142	False	2025-05-06
spaS258___93477	vanW gene in vanI cluster	spaS174	p813	False	2024-05-14
spaS258___93477	vanW gene in vanI cluster	spaS268	p142	False	2025-02-18
spaS258___93477	vanW gene in vanI cluster	spaS134	p813	False	2024-01-23
spaS258___93477	vanW gene in vanI cluster	spaS214	p373	False	2025-02-18
spaS258___93477	vanW gene in vanI cluster	spaS57	p813	False	2023-01-24
spaS258___93477	vanW gene in vanI cluster	spaS269	p142	False	2025-02-25
spaS258___93477	vanW gene in vanI cluster	spaS99	p292	False	2023-10-17
spaS258___93477	vanW gene in vanI cluster	spaS50	p523	False	2023-01-10
spaS258___93477	vanW gene in vanI cluster	spaS71	p813	False	2023-03-28
spaS258___93477	vanW gene in vanI cluster	spaS297	p789	False	2024-04-16
spaS258___93477	vanW gene in vanI cluster	spaS130	p292	False	2024-01-23
spaS258___93477	vanW gene in vanI cluster	spaS222	p110	False	2022-07-21
spaS258___93477	vanW gene in vanI cluster	spaS267	p142	False	2025-01-14
spaS258___93477	vanW gene in vanI cluster	mh_p523	p523	True	
spaS258___93477	vanW gene in vanI cluster	spaS110	p431	False	2023-11-21
spaS258___93477	vanW gene in vanI cluster	spaS96	p431	False	2023-10-10
spaS258___93477	vanW gene in vanI cluster	spaS295	p789	False	2024-03-12
spaS258___93477	vanW gene in vanI cluster	spaS54	p813	False	2023-01-17
spaS258___93477	vanW gene in vanI cluster	mh_p813	p813	True	
spaS258___93477	vanW gene in vanI cluster	spaS186	p431	False	2024-06-11
spaS258___93477	vanW gene in vanI cluster	spaS259	p142	False	2024-12-03
spaS258___93477	vanW gene in vanI cluster	spaS67	p523	False	2023-03-07
spaS282___178330	vanW gene in vanI cluster	spaS271	p341	False	2025-01-21
spaS282___178330	vanW gene in vanI cluster	spaS262	p341	False	2024-11-12
spaS282___178330	vanW gene in vanI cluster	mh_p292	p292	True	
spaS282___178330	vanW gene in vanI cluster	spaS78	p431	False	2023-05-16
spaS282___178330	vanW gene in vanI cluster	spaS72	p813	False	2023-04-04
spaS282___178330	vanW gene in vanI cluster	mh_p860	p860	True	
spaS282___178330	vanW gene in vanI cluster	spaS129	p729	False	2024-01-16
spaS282___178330	vanW gene in vanI cluster	spaS37	p110	False	2022-12-06
spaS282___178330	vanW gene in vanI cluster	mh_p110	p110	True	
spaS282___178330	vanW gene in vanI cluster	spaS165	p728	False	2024-04-23
spaS282___178330	vanW gene in vanI cluster	spaS282	p142	False	2025-05-06
spaS282___178330	vanW gene in vanI cluster	mh_p789	p789	True	
spaS282___178330	vanW gene in vanI cluster	spaS268	p142	False	2025-02-18
spaS282___178330	vanW gene in vanI cluster	spaS53	p550	False	2023-01-17
spaS282___178330	vanW gene in vanI cluster	mh_p550	p550	True	
spaS282___178330	vanW gene in vanI cluster	spaS66	p431	False	2023-03-07
spaS282___178330	vanW gene in vanI cluster	spaS206	p860	False	2024-10-08
spaS282___178330	vanW gene in vanI cluster	spaS57	p813	False	2023-01-24
spaS282___178330	vanW gene in vanI cluster	spaS269	p142	False	2025-02-25
spaS282___178330	vanW gene in vanI cluster	spaS99	p292	False	2023-10-17
spaS282___178330	vanW gene in vanI cluster	spaS18	p813	False	2022-10-18
spaS282___178330	vanW gene in vanI cluster	mh_p408	p408	True	
spaS282___178330	vanW gene in vanI cluster	spaS58	p550	False	2023-01-24
spaS282___178330	vanW gene in vanI cluster	spaS137	p728	False	2024-01-30
spaS282___178330	vanW gene in vanI cluster	spaS249	p813	False	2023-05-30
spaS282___178330	vanW gene in vanI cluster	spaS47	p550	False	2023-01-10
spaS282___178330	vanW gene in vanI cluster	spaS274	p341	False	2025-03-18
spaS282___178330	vanW gene in vanI cluster	spaS287	p789	False	2023-11-28
spaS282___178330	vanW gene in vanI cluster	spaS4	p813	False	2023-10-17
spaS282___178330	vanW gene in vanI cluster	spaS272	p341	False	2025-02-11
spaS282___178330	vanW gene in vanI cluster	spaS33	p550	False	2022-11-22
spaS282___178330	vanW gene in vanI cluster	mh_p644	p644	True	
spaS282___178330	vanW gene in vanI cluster	spaS267	p142	False	2025-01-14
spaS282___178330	vanW gene in vanI cluster	spaS65	p431	False	2023-02-28
spaS282___178330	vanW gene in vanI cluster	spaS23	p292	False	2022-11-08
spaS282___178330	vanW gene in vanI cluster	spaS87	p644	False	2023-09-19
spaS282___178330	vanW gene in vanI cluster	spaS273	p341	False	2025-03-11
spaS282___178330	vanW gene in vanI cluster	spaS176	p894	False	2024-05-14
spaS282___178330	vanW gene in vanI cluster	mh_p894	p894	True	
spaS282___178330	vanW gene in vanI cluster	mh_p341	p341	True	
spaS282___178330	vanW gene in vanI cluster	mh_p813	p813	True	
spaS282___178330	vanW gene in vanI cluster	spaS77	p431	False	2023-04-25
spaS282___178330	vanW gene in vanI cluster	spaS261	p341	False	2024-11-05
spaS282___178330	vanW gene in vanI cluster	mh_p584	p584	True	
spaS282___178330	vanW gene in vanI cluster	spaS242	p431	False	2023-06-13
mh_p110___178336	vanT gene in vanG cluster	spaS37	p110	False	2022-12-06
mh_p110___178336	vanT gene in vanG cluster	spaS30	p110	False	2022-11-22
mh_p110___178336	vanT gene in vanG cluster	mh_p110	p110	True	
mh_p110___180964	poxtA	spaS222	p110	False	2022-07-21
mh_p110___180964	poxtA	mh_p110	p110	True	
mh_p110___180969	vanT gene in vanG cluster	spaS223	p110	False	2022-08-04
mh_p110___180969	vanT gene in vanG cluster	spaS222	p110	False	2022-07-21
mh_p110___180969	vanT gene in vanG cluster	mh_p110	p110	True	
mh_p110___181135	vanY gene in vanA cluster	spaS138	p729	False	2024-01-30
mh_p110___181135	vanY gene in vanA cluster	spaS223	p110	False	2022-08-04
mh_p110___181135	vanY gene in vanA cluster	spaS102	p125	False	2023-10-24
mh_p110___181135	vanY gene in vanA cluster	mh_p292	p292	True	
mh_p110___181135	vanY gene in vanA cluster	spaS48	p813	False	2023-01-10
mh_p110___181135	vanY gene in vanA cluster	mh_p125	p125	True	
mh_p110___181135	vanY gene in vanA cluster	mh_p860	p860	True	
mh_p110___181135	vanY gene in vanA cluster	mh_p110	p110	True	
mh_p110___181135	vanY gene in vanA cluster	spaS217	p860	False	2025-05-13
mh_p110___181135	vanY gene in vanA cluster	spaS215	p151	False	2025-05-13
mh_p110___181135	vanY gene in vanA cluster	spaS194	p813	False	2024-07-02
mh_p110___181135	vanY gene in vanA cluster	spaS130	p292	False	2024-01-23
mh_p110___181135	vanY gene in vanA cluster	spaS68	p813	False	2023-03-07
mh_p110___181135	vanY gene in vanA cluster	spaS222	p110	False	2022-07-21
mh_p110___181135	vanY gene in vanA cluster	spaS221	p729	False	2025-05-27
mh_p110___181135	vanY gene in vanA cluster	spaS216	p729	False	2025-05-13
mh_p110___181135	vanY gene in vanA cluster	spaS69	p813	False	2023-03-14
mh_p110___181135	vanY gene in vanA cluster	spaS180	p729	False	2024-05-21
mh_p110___181135	vanY gene in vanA cluster	spaS220	p860	False	2025-05-20
mh_p110___181135	vanY gene in vanA cluster	spaS183	p729	False	2024-05-28
mh_p110___181135	vanY gene in vanA cluster	spaS104	p125	False	2023-10-31
mh_p110___181135	vanY gene in vanA cluster	mh_p813	p813	True	
mh_p110___187484	vanY gene in vanG cluster	mh_p110	p110	True	
mh_p584___4124	tet(Q)	spaS83	p431	False	2023-08-29
mh_p584___4124	tet(Q)	spaS175	p860	False	2024-05-14
mh_p584___4124	tet(Q)	mh_p292	p292	True	
mh_p584___4124	tet(Q)	spaS158	p431	False	2024-03-26
mh_p584___4124	tet(Q)	spaS78	p431	False	2023-05-16
mh_p584___4124	tet(Q)	spaS212	p373	False	2025-01-21
mh_p584___4124	tet(Q)	spaS127	p431	False	2024-01-16
mh_p584___4124	tet(Q)	mh_p860	p860	True	
mh_p584___4124	tet(Q)	spaS55	p292	False	2023-01-24
mh_p584___4124	tet(Q)	spaS197	p894	False	2024-07-23
mh_p584___4124	tet(Q)	spaS37	p110	False	2022-12-06
mh_p584___4124	tet(Q)	mh_p110	p110	True	
mh_p584___4124	tet(Q)	spaS285	p654	False	2025-05-27
mh_p584___4124	tet(Q)	mh_p789	p789	True	
mh_p584___4124	tet(Q)	spaS59	p813	False	2023-02-07
mh_p584___4124	tet(Q)	spaS217	p860	False	2025-05-13
mh_p584___4124	tet(Q)	spaS53	p550	False	2023-01-17
mh_p584___4124	tet(Q)	spaS276	p584	False	2025-01-21
mh_p584___4124	tet(Q)	spaS61	p813	False	2023-02-14
mh_p584___4124	tet(Q)	spaS214	p373	False	2025-02-18
mh_p584___4124	tet(Q)	spaS163	p860	False	2024-04-09
mh_p584___4124	tet(Q)	spaS73	p813	False	2023-04-11
mh_p584___4124	tet(Q)	spaS89	p813	False	2023-09-26
mh_p584___4124	tet(Q)	spaS206	p860	False	2024-10-08
mh_p584___4124	tet(Q)	mh_p584	p584	True	
mh_p584___4124	tet(Q)	mh_p601	p601	True	
mh_p584___4124	tet(Q)	spaS275	p584	False	2025-01-14
mh_p584___4124	tet(Q)	spaS18	p813	False	2022-10-18
mh_p584___4124	tet(Q)	spaS16	p431	False	2022-10-18
mh_p584___4124	tet(Q)	spaS249	p813	False	2023-05-30
mh_p584___4124	tet(Q)	spaS219	p601	False	2025-05-20
mh_p584___4124	tet(Q)	spaS297	p789	False	2024-04-16
mh_p584___4124	tet(Q)	spaS170	p860	False	2024-05-07
mh_p584___4124	tet(Q)	spaS266	p584	False	2024-12-03
mh_p584___4124	tet(Q)	spaS199	p860	False	2024-08-20
mh_p584___4124	tet(Q)	spaS277	p584	False	2025-02-18
mh_p584___4124	tet(Q)	spaS210	p431	False	2024-11-05
mh_p584___4124	tet(Q)	spaS201	p860	False	2024-09-17
mh_p584___4124	tet(Q)	spaS96	p431	False	2023-10-10
mh_p584___4124	tet(Q)	spaS115	p431	False	2023-12-05
mh_p584___4124	tet(Q)	spaS166	p860	False	2024-04-23
mh_p584___4124	tet(Q)	spaS65	p431	False	2023-02-28
mh_p584___4124	tet(Q)	spaS216	p729	False	2025-05-13
mh_p584___4124	tet(Q)	spaS143	p470	False	2024-02-27
mh_p584___4124	tet(Q)	spaS295	p789	False	2024-03-12
mh_p584___4124	tet(Q)	spaS69	p813	False	2023-03-14
mh_p584___4124	tet(Q)	spaS286	p789	False	2023-10-24
mh_p584___4124	tet(Q)	spaS294	p789	False	2024-02-27
mh_p584___4124	tet(Q)	mh_p722	p722	True	
mh_p584___4124	tet(Q)	spaS300	p789	False	2023-10-17
mh_p584___4124	tet(Q)	spaS220	p860	False	2025-05-20
mh_p584___4124	tet(Q)	spaS176	p894	False	2024-05-14
mh_p584___4124	tet(Q)	spaS192	p722	False	2024-07-02
mh_p584___4124	tet(Q)	spaS296	p789	False	2024-03-26
mh_p584___4124	tet(Q)	spaS188	p813	False	2024-06-11
mh_p584___4124	tet(Q)	mh_p894	p894	True	
mh_p584___4124	tet(Q)	mh_p341	p341	True	
mh_p584___4124	tet(Q)	mh_p813	p813	True	
mh_p584___4124	tet(Q)	spaS209	p373	False	2024-11-05
mh_p584___4124	tet(Q)	spaS261	p341	False	2024-11-05
mh_p584___4124	tet(Q)	spaS186	p431	False	2024-06-11
mh_p584___4124	tet(Q)	spaS113	p813	False	2023-11-28
mh_p110___190284	mefH	spaS40	p125	False	2022-12-06
mh_p110___190284	mefH	spaS51	p125	False	2023-01-17
mh_p110___190284	mefH	spaS222	p110	False	2022-07-21
mh_p110___190284	mefH	spaS102	p125	False	2023-10-24
mh_p110___190284	mefH	mh_p292	p292	True	
mh_p110___190284	mefH	spaS97	p292	False	2023-10-10
mh_p110___190284	mefH	mh_p125	p125	True	
mh_p110___190284	mefH	spaS99	p292	False	2023-10-17
mh_p110___190284	mefH	spaS22	p125	False	2022-11-08
mh_p110___190284	mefH	mh_p110	p110	True	
mh_p110___54250	vanY gene in vanB cluster	spaS175	p860	False	2024-05-14
mh_p110___54250	vanY gene in vanB cluster	spaS223	p110	False	2022-08-04
mh_p110___54250	vanY gene in vanB cluster	spaS251	p97	False	2022-08-16
mh_p110___54250	vanY gene in vanB cluster	mh_p292	p292	True	
mh_p110___54250	vanY gene in vanB cluster	mh_p728	p728	True	
mh_p110___54250	vanY gene in vanB cluster	spaS264	p584	False	2024-11-05
mh_p110___54250	vanY gene in vanB cluster	spaS212	p373	False	2025-01-21
mh_p110___54250	vanY gene in vanB cluster	spaS253	p97	False	2022-07-21
mh_p110___54250	vanY gene in vanB cluster	spaS8	p470	False	2022-09-20
mh_p110___54250	vanY gene in vanB cluster	mh_p470	p470	True	
mh_p110___54250	vanY gene in vanB cluster	spaS55	p292	False	2023-01-24
mh_p110___54250	vanY gene in vanB cluster	mh_p860	p860	True	
mh_p110___54250	vanY gene in vanB cluster	spaS196	p728	False	2024-07-16
mh_p110___54250	vanY gene in vanB cluster	spaS37	p110	False	2022-12-06
mh_p110___54250	vanY gene in vanB cluster	mh_p110	p110	True	
mh_p110___54250	vanY gene in vanB cluster	spaS235	p813	False	2022-08-23
mh_p110___54250	vanY gene in vanB cluster	spaS35	p97	False	2022-11-29
mh_p110___54250	vanY gene in vanB cluster	spaS133	p729	False	2024-01-23
mh_p110___54250	vanY gene in vanB cluster	mh_p550	p550	True	
mh_p110___54250	vanY gene in vanB cluster	spaS214	p373	False	2025-02-18
mh_p110___54250	vanY gene in vanB cluster	spaS163	p860	False	2024-04-09
mh_p110___54250	vanY gene in vanB cluster	spaS206	p860	False	2024-10-08
mh_p110___54250	vanY gene in vanB cluster	spaS215	p151	False	2025-05-13
mh_p110___54250	vanY gene in vanB cluster	spaS230	p470	False	2022-08-16
mh_p110___54250	vanY gene in vanB cluster	spaS275	p584	False	2025-01-14
mh_p110___54250	vanY gene in vanB cluster	spaS148	p729	False	2024-03-05
mh_p110___54250	vanY gene in vanB cluster	spaS9	p813	False	2022-09-20
mh_p110___54250	vanY gene in vanB cluster	spaS202	p373	False	2024-09-24
mh_p110___54250	vanY gene in vanB cluster	spaS25	p97	False	2022-11-15
mh_p110___54250	vanY gene in vanB cluster	spaS130	p292	False	2024-01-23
mh_p110___54250	vanY gene in vanB cluster	spaS207	p373	False	2024-10-15
mh_p110___54250	vanY gene in vanB cluster	spaS33	p550	False	2022-11-22
mh_p110___54250	vanY gene in vanB cluster	spaS222	p110	False	2022-07-21
mh_p110___54250	vanY gene in vanB cluster	spaS266	p584	False	2024-12-03
mh_p110___54250	vanY gene in vanB cluster	spaS170	p860	False	2024-05-07
mh_p110___54250	vanY gene in vanB cluster	spaS199	p860	False	2024-08-20
mh_p110___54250	vanY gene in vanB cluster	spaS267	p142	False	2025-01-14
mh_p110___54250	vanY gene in vanB cluster	spaS198	p728	False	2024-08-20
mh_p110___54250	vanY gene in vanB cluster	mh_p97	p97	True	
mh_p110___54250	vanY gene in vanB cluster	spaS201	p860	False	2024-09-17
mh_p110___54250	vanY gene in vanB cluster	spaS252	p97	False	2022-09-06
mh_p110___54250	vanY gene in vanB cluster	spaS151	p470	False	2024-03-12
mh_p110___54250	vanY gene in vanB cluster	spaS29	p97	False	2022-11-22
mh_p110___54250	vanY gene in vanB cluster	spaS205	p373	False	2024-10-01
mh_p110___54250	vanY gene in vanB cluster	spaS257	p142	False	2024-10-21
mh_p110___54250	vanY gene in vanB cluster	spaS216	p729	False	2025-05-13
mh_p110___54250	vanY gene in vanB cluster	spaS95	p894	False	2023-10-10
mh_p110___54250	vanY gene in vanB cluster	spaS143	p470	False	2024-02-27
mh_p110___54250	vanY gene in vanB cluster	spaS122	p729	False	2023-12-12
mh_p110___54250	vanY gene in vanB cluster	spaS294	p789	False	2024-02-27
mh_p110___54250	vanY gene in vanB cluster	spaS220	p860	False	2025-05-20
mh_p110___54250	vanY gene in vanB cluster	spaS234	p470	False	2022-08-23
mh_p110___54250	vanY gene in vanB cluster	mh_p894	p894	True	
mh_p110___54250	vanY gene in vanB cluster	mh_p813	p813	True	
mh_p110___54250	vanY gene in vanB cluster	spaS250	p97	False	2022-08-04
mh_p110___54250	vanY gene in vanB cluster	spaS209	p373	False	2024-11-05
mh_p110___54250	vanY gene in vanB cluster	spaS157	p894	False	2024-03-19
mh_p110___54250	vanY gene in vanB cluster	mh_p584	p584	True	
mh_p110___54250	vanY gene in vanB cluster	spaS259	p142	False	2024-12-03
mh_p110___193830	vanW gene in vanI cluster	spaS30	p110	False	2022-11-22
mh_p110___193830	vanW gene in vanI cluster	mh_p110	p110	True	
spaS282___132579	vanT gene in vanG cluster	spaS169	p813	False	2024-05-07
spaS282___132579	vanT gene in vanG cluster	spaS158	p431	False	2024-03-26
spaS282___132579	vanT gene in vanG cluster	spaS212	p373	False	2025-01-21
spaS282___132579	vanT gene in vanG cluster	spaS42	p813	False	2022-12-06
spaS282___132579	vanT gene in vanG cluster	spaS50	p523	False	2023-01-10
spaS282___132579	vanT gene in vanG cluster	spaS18	p813	False	2022-10-18
spaS282___132579	vanT gene in vanG cluster	mh_p408	p408	True	
spaS282___132579	vanT gene in vanG cluster	spaS210	p431	False	2024-11-05
spaS282___132579	vanT gene in vanG cluster	spaS153	p813	False	2024-03-12
spaS282___132579	vanT gene in vanG cluster	spaS286	p789	False	2023-10-24
spaS282___132579	vanT gene in vanG cluster	spaS191	p398	False	2024-07-02
spaS282___132579	vanT gene in vanG cluster	spaS192	p722	False	2024-07-02
spaS282___132579	vanT gene in vanG cluster	spaS200	p398	False	2024-08-27
spaS282___132579	vanT gene in vanG cluster	mh_p813	p813	True	
spaS282___132579	vanT gene in vanG cluster	spaS274	p341	False	2025-03-18
spaS282___132579	vanT gene in vanG cluster	spaS5	p523	False	2023-06-13
spaS282___132579	vanT gene in vanG cluster	spaS184	p151	False	2024-06-11
spaS282___132579	vanT gene in vanG cluster	mh_p292	p292	True	
spaS282___132579	vanT gene in vanG cluster	mh_p728	p728	True	
spaS282___132579	vanT gene in vanG cluster	spaS141	p408	False	2024-02-27
spaS282___132579	vanT gene in vanG cluster	spaS32	p523	False	2022-11-22
spaS282___132579	vanT gene in vanG cluster	spaS231	p523	False	2022-08-16
spaS282___132579	vanT gene in vanG cluster	mh_p860	p860	True	
spaS282___132579	vanT gene in vanG cluster	mh_p110	p110	True	
spaS282___132579	vanT gene in vanG cluster	spaS59	p813	False	2023-02-07
spaS282___132579	vanT gene in vanG cluster	spaS214	p373	False	2025-02-18
spaS282___132579	vanT gene in vanG cluster	spaS66	p431	False	2023-03-07
spaS282___132579	vanT gene in vanG cluster	spaS89	p813	False	2023-09-26
spaS282___132579	vanT gene in vanG cluster	spaS208	p398	False	2024-10-29
spaS282___132579	vanT gene in vanG cluster	spaS194	p813	False	2024-07-02
spaS282___132579	vanT gene in vanG cluster	spaS130	p292	False	2024-01-23
spaS282___132579	vanT gene in vanG cluster	spaS170	p860	False	2024-05-07
spaS282___132579	vanT gene in vanG cluster	spaS68	p813	False	2023-03-07
spaS282___132579	vanT gene in vanG cluster	spaS199	p860	False	2024-08-20
spaS282___132579	vanT gene in vanG cluster	spaS79	p813	False	2023-05-16
spaS282___132579	vanT gene in vanG cluster	mh_p523	p523	True	
spaS282___132579	vanT gene in vanG cluster	mh_p97	p97	True	
spaS282___132579	vanT gene in vanG cluster	spaS252	p97	False	2022-09-06
spaS282___132579	vanT gene in vanG cluster	spaS115	p431	False	2023-12-05
spaS282___132579	vanT gene in vanG cluster	spaS34	p813	False	2022-11-22
spaS282___132579	vanT gene in vanG cluster	spaS203	p398	False	2024-09-24
spaS282___132579	vanT gene in vanG cluster	spaS97	p292	False	2023-10-10
spaS282___132579	vanT gene in vanG cluster	spaS126	p408	False	2024-01-09
spaS282___132579	vanT gene in vanG cluster	spaS135	p408	False	2024-01-30
spaS282___132579	vanT gene in vanG cluster	spaS78	p431	False	2023-05-16
spaS282___132579	vanT gene in vanG cluster	spaS127	p431	False	2024-01-16
spaS282___132579	vanT gene in vanG cluster	spaS7	p292	False	2022-09-20
spaS282___132579	vanT gene in vanG cluster	spaS114	p408	False	2023-12-05
spaS282___132579	vanT gene in vanG cluster	mh_p398	p398	True	
spaS282___132579	vanT gene in vanG cluster	spaS174	p813	False	2024-05-14
spaS282___132579	vanT gene in vanG cluster	spaS61	p813	False	2023-02-14
spaS282___132579	vanT gene in vanG cluster	spaS202	p373	False	2024-09-24
spaS282___132579	vanT gene in vanG cluster	spaS297	p789	False	2024-04-16
spaS282___132579	vanT gene in vanG cluster	spaS207	p373	False	2024-10-15
spaS282___132579	vanT gene in vanG cluster	spaS201	p860	False	2024-09-17
spaS282___132579	vanT gene in vanG cluster	spaS167	p398	False	2024-05-07
spaS282___132579	vanT gene in vanG cluster	spaS65	p431	False	2023-02-28
spaS282___132579	vanT gene in vanG cluster	spaS216	p729	False	2025-05-13
spaS282___132579	vanT gene in vanG cluster	spaS69	p813	False	2023-03-14
spaS282___132579	vanT gene in vanG cluster	spaS180	p729	False	2024-05-21
spaS282___132579	vanT gene in vanG cluster	spaS273	p341	False	2025-03-11
spaS282___132579	vanT gene in vanG cluster	mh_p722	p722	True	
spaS282___132579	vanT gene in vanG cluster	spaS248	p813	False	2023-06-13
spaS282___132579	vanT gene in vanG cluster	spaS183	p729	False	2024-05-28
spaS282___132579	vanT gene in vanG cluster	spaS296	p789	False	2024-03-26
spaS282___132579	vanT gene in vanG cluster	mh_p341	p341	True	
spaS282___132579	vanT gene in vanG cluster	spaS3	p431	False	2023-08-08
spaS282___132579	vanT gene in vanG cluster	spaS186	p431	False	2024-06-11
spaS282___132579	vanT gene in vanG cluster	spaS85	p722	False	2023-09-05
spaS282___132579	vanT gene in vanG cluster	spaS193	p728	False	2024-07-02
spaS282___132579	vanT gene in vanG cluster	spaS113	p813	False	2023-11-28
spaS282___132579	vanT gene in vanG cluster	spaS55	p292	False	2023-01-24
spaS282___132579	vanT gene in vanG cluster	spaS119	p408	False	2023-12-12
spaS282___132579	vanT gene in vanG cluster	spaS211	p431	False	2025-01-14
spaS282___132579	vanT gene in vanG cluster	mh_p789	p789	True	
spaS282___132579	vanT gene in vanG cluster	spaS282	p142	False	2025-05-06
spaS282___132579	vanT gene in vanG cluster	spaS244	p431	False	2023-06-20
spaS282___132579	vanT gene in vanG cluster	spaS73	p813	False	2023-04-11
spaS282___132579	vanT gene in vanG cluster	spaS206	p860	False	2024-10-08
spaS282___132579	vanT gene in vanG cluster	spaS172	p398	False	2024-05-14
spaS282___132579	vanT gene in vanG cluster	spaS298	p341	False	2025-05-27
spaS282___132579	vanT gene in vanG cluster	spaS287	p789	False	2023-11-28
spaS282___132579	vanT gene in vanG cluster	spaS12	p292	False	2022-10-04
spaS282___132579	vanT gene in vanG cluster	spaS205	p373	False	2024-10-01
spaS282___132579	vanT gene in vanG cluster	spaS52	p523	False	2023-01-17
spaS282___132579	vanT gene in vanG cluster	spaS257	p142	False	2024-10-21
spaS282___132579	vanT gene in vanG cluster	spaS150	p408	False	2024-03-12
spaS282___132579	vanT gene in vanG cluster	spaS209	p373	False	2024-11-05
mh_p341___178686	vanW gene in vanI cluster	mh_p789	p789	True	
mh_p341___178686	vanW gene in vanI cluster	spaS300	p789	False	2023-10-17
mh_p341___178686	vanW gene in vanI cluster	mh_p728	p728	True	
mh_p341___178686	vanW gene in vanI cluster	spaS258	p142	False	2024-11-05
mh_p341___178686	vanW gene in vanI cluster	mh_p523	p523	True	
mh_p341___178686	vanW gene in vanI cluster	spaS269	p142	False	2025-02-25
mh_p341___178686	vanW gene in vanI cluster	mh_p341	p341	True	
mh_p341___178686	vanW gene in vanI cluster	mh_p813	p813	True	
mh_p341___178686	vanW gene in vanI cluster	spaS139	p894	False	2024-02-06
mh_p341___178686	vanW gene in vanI cluster	spaS270	p341	False	2025-01-14
mh_p341___178686	vanW gene in vanI cluster	spaS121	p728	False	2023-12-12
mh_p341___178686	vanW gene in vanI cluster	spaS37	p110	False	2022-12-06
mh_p341___178686	vanW gene in vanI cluster	spaS257	p142	False	2024-10-21
mh_p341___178686	vanW gene in vanI cluster	mh_p110	p110	True	
mh_p110___202575	vanG	spaS26	p431	False	2022-11-15
mh_p110___202575	vanG	spaS30	p110	False	2022-11-22
mh_p110___202575	vanG	spaS258	p142	False	2024-11-05
mh_p110___202575	vanG	spaS269	p142	False	2025-02-25
mh_p110___202575	vanG	spaS37	p110	False	2022-12-06
mh_p110___202575	vanG	spaS257	p142	False	2024-10-21
mh_p110___202575	vanG	spaS259	p142	False	2024-12-03
mh_p110___202575	vanG	mh_p110	p110	True	
mh_p110___205338	tet(Q)	spaS5	p523	False	2023-06-13
mh_p110___205338	tet(Q)	spaS184	p151	False	2024-06-11
mh_p110___205338	tet(Q)	spaS240	p722	False	2025-05-06
mh_p110___205338	tet(Q)	spaS135	p408	False	2024-01-30
mh_p110___205338	tet(Q)	spaS223	p110	False	2022-08-04
mh_p110___205338	tet(Q)	mh_p292	p292	True	
mh_p110___205338	tet(Q)	mh_p728	p728	True	
mh_p110___205338	tet(Q)	spaS141	p408	False	2024-02-27
mh_p110___205338	tet(Q)	spaS169	p813	False	2024-05-07
mh_p110___205338	tet(Q)	spaS48	p813	False	2023-01-10
mh_p110___205338	tet(Q)	spaS231	p523	False	2022-08-16
mh_p110___205338	tet(Q)	mh_p860	p860	True	
mh_p110___205338	tet(Q)	spaS55	p292	False	2023-01-24
mh_p110___205338	tet(Q)	spaS196	p728	False	2024-07-16
mh_p110___205338	tet(Q)	spaS119	p408	False	2023-12-12
mh_p110___205338	tet(Q)	mh_p110	p110	True	
mh_p110___205338	tet(Q)	spaS114	p408	False	2023-12-05
mh_p110___205338	tet(Q)	mh_p789	p789	True	
mh_p110___205338	tet(Q)	mh_p398	p398	True	
mh_p110___205338	tet(Q)	spaS174	p813	False	2024-05-14
mh_p110___205338	tet(Q)	spaS59	p813	False	2023-02-07
mh_p110___205338	tet(Q)	spaS61	p813	False	2023-02-14
mh_p110___205338	tet(Q)	spaS214	p373	False	2025-02-18
mh_p110___205338	tet(Q)	spaS73	p813	False	2023-04-11
mh_p110___205338	tet(Q)	spaS89	p813	False	2023-09-26
mh_p110___205338	tet(Q)	spaS206	p860	False	2024-10-08
mh_p110___205338	tet(Q)	spaS99	p292	False	2023-10-17
mh_p110___205338	tet(Q)	spaS50	p523	False	2023-01-10
mh_p110___205338	tet(Q)	mh_p408	p408	True	
mh_p110___205338	tet(Q)	spaS71	p813	False	2023-03-28
mh_p110___205338	tet(Q)	spaS194	p813	False	2024-07-02
mh_p110___205338	tet(Q)	spaS287	p789	False	2023-11-28
mh_p110___205338	tet(Q)	spaS297	p789	False	2024-04-16
mh_p110___205338	tet(Q)	spaS130	p292	False	2024-01-23
mh_p110___205338	tet(Q)	spaS207	p373	False	2024-10-15
mh_p110___205338	tet(Q)	spaS68	p813	False	2023-03-07
mh_p110___205338	tet(Q)	spaS222	p110	False	2022-07-21
